top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role
Kled,Wukong,Gragas,Nunu & Willump,Vel'Koz,Soraka,Jinx,Samira,Senna,Renata Glasc,2697.0,blue,2,-1.0,-1.0,8.67,5.5,1.0,-6.0,-5.0,top,Fighter,top,Fighter,top,Fighter,jungle,Tank,mid,Mage,support,Support,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Nasus,Sion,Lee Sin,Vi,Jayce,Veigar,Kai'Sa,Jinx,Yuumi,Heimerdinger,-330.0,blue,1,-1.0,1.0,0.65,1.76,8.0,1.0,-2.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Kennen,Zed,Zac,Graves,Yasuo,Twisted Fate,Xayah,Jinx,Thresh,Lulu,7288.0,blue,2,-2.0,-1.0,2.0,6.0,4.0,5.33,6.0,top,Mage,top,Assassin,top,Tank,jungle,Marksman,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Riven,Rumble,Zac,Kha'Zix,Yasuo,Renekton,Zeri,Kai'Sa,Yuumi,Amumu,-2650.0,red,-2,0.0,1.0,-0.5,-3.0,1.0,-1.0,-1.0,top,Fighter,top,Fighter,top,Tank,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,jungle,Tank
Pantheon,K'Sante,Kha'Zix,Ekko,Ahri,Zoe,Aphelios,Jinx,Zac,Soraka,-6385.0,red,-1,0.0,1.0,-4.33,-2.2,-1.17,-1.1,-3.3,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,top,Tank,support,Support
Urgot,Malphite,Graves,Viego,Ahri,Zed,Miss Fortune,Jinx,Thresh,Karma,777.0,red,0,1.0,0.0,-3.0,1.0,-1.5,6.0,2.33,top,Fighter,top,Tank,jungle,Marksman,jungle,Assassin,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage
Poppy,Rumble,Elise,Sejuani,Tristana,LeBlanc,Varus,Xayah,Annie,Thresh,4372.0,red,1,1.0,-2.0,2.0,0.0,-1.0,-1.9300000000000002,2.5,top,Tank,top,Fighter,jungle,Mage,jungle,Tank,mid,Marksman,mid,Assassin,mid,Marksman,adc,Marksman,mid,Mage,support,Support
Draven,Cho'Gath,Evelynn,Vi,Yasuo,Ahri,Sett,Ezreal,Maokai,Nami,12886.0,blue,1,-1.0,-3.0,3.0,-1.0,0.0,2.75,3.0,adc,Marksman,top,Tank,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Mage,top,Fighter,adc,Marksman,top,Tank,support,Support
Irelia,Volibear,Gragas,Shaco,Talon,Vladimir,Ezreal,Sivir,Lux,Milio,5277.0,blue,0,-1.0,-1.0,2.17,4.5,1.5,6.8,5.0,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support
K'Sante,Garen,Elise,Xin Zhao,Yasuo,Zoe,Zeri,Xayah,Lulu,Rakan,-2620.0,red,0,2.0,-1.0,2.0,-4.5,-8.0,-0.16999999999999993,-3.9,top,Tank,top,Fighter,jungle,Mage,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Poppy,Rumble,Graves,Kindred,LeBlanc,Ahri,Ezreal,Xayah,Karma,Rakan,-6614.0,red,-1,1.0,0.0,-6.75,-3.5,-2.0,0.0,-3.0,top,Tank,top,Fighter,jungle,Marksman,jungle,Marksman,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
K'Sante,Gnar,Talon,Kindred,Lissandra,Zoe,Xayah,Aphelios,Rakan,Soraka,2211.0,blue,0,1.0,0.0,5.0,1.67,3.5,-1.17,3.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Illaoi,Ornn,Kha'Zix,Diana,Katarina,Vladimir,Seraphine,Jinx,Lux,Janna,-10260.0,red,-1,1.0,1.0,-3.0,-8.0,-2.5,-2.0,-9.25,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,mid,Assassin,top,Mage,adc,Mage,adc,Marksman,mid,Mage,support,Support
Mordekaiser,Jayce,Kha'Zix,Gragas,Zoe,Pyke,Ezreal,Jinx,Janna,Seraphine,5591.0,blue,2,0.0,-1.0,4.0,2.0,-1.33,0.33000000000000007,2.0,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,support,Support,adc,Marksman,adc,Marksman,support,Support,adc,Mage
Tryndamere,Mordekaiser,Jarvan IV,Gragas,Malphite,Aurelion Sol,Varus,Zeri,Seraphine,Pyke,-391.0,red,0,0.0,0.0,4.75,6.5,1.75,-3.4,-3.5,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,top,Tank,mid,Mage,mid,Marksman,adc,Marksman,adc,Mage,support,Support
K'Sante,Jayce,Olaf,Lulu,Cho'Gath,Viktor,Aphelios,Jinx,Thresh,Master Yi,-532.0,blue,0,-2.0,1.0,2.1,-2.17,-1.5,1.5,1.0,top,Tank,top,Fighter,top,Fighter,support,Support,top,Tank,mid,Mage,adc,Marksman,adc,Marksman,support,Support,jungle,Assassin
Gwen,Pantheon,Viego,Kha'Zix,Zoe,Orianna,Sivir,Jhin,Leona,Janna,3385.0,blue,2,2.0,-1.0,-1.08,5.33,1.33,-3.0,-3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Zac,Volibear,Graves,Lee Sin,Ahri,Talon,Jinx,Aphelios,Milio,Rakan,-242.0,blue,2,0.0,-1.0,-2.33,-3.0,-2.0,-2.0,-2.0,top,Tank,top,Fighter,jungle,Marksman,jungle,Fighter,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Lulu,Akshan,Dr. Mundo,Wukong,Veigar,Ezreal,Zeri,Morgana,Lillia,Kassadin,-10221.0,red,-2,2.0,2.0,-1.33,-2.25,-4.0,-9.2,-4.5,support,Support,top,Marksman,top,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,jungle,Fighter,mid,Assassin
Jax,Fiora,Jinx,Rengar,Sylas,Ahri,Azir,Kai'Sa,Yuumi,Thresh,-6812.0,red,1,1.0,0.0,-0.53,-7.25,-0.8300000000000001,-2.5,1.0,top,Fighter,top,Fighter,adc,Marksman,top,Assassin,top,Mage,mid,Mage,mid,Mage,adc,Marksman,support,Support,support,Support
Irelia,Malphite,Shaco,Bel'Veth,Vladimir,Viktor,Caitlyn,Jinx,Thresh,Blitzcrank,263.0,red,0,-1.0,0.0,1.0,3.0,-1.25,0.5,0.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Sion,K'Sante,Talon,Hecarim,Sylas,Aurelion Sol,Ashe,Ezreal,Xerath,Yuumi,-16.0,red,2,0.0,0.0,-4.0,1.67,4.0,-6.75,-6.5,top,Tank,top,Tank,jungle,Assassin,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Renekton,Yone,Nidalee,Hecarim,Jayce,Lissandra,Ezreal,Aphelios,Nautilus,Karma,-2241.0,red,-2,1.0,1.0,-0.6699999999999999,-1.75,-2.0,2.0,4.67,top,Fighter,top,Assassin,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Mage
Gangplank,Illaoi,Wukong,Graves,Aurelion Sol,Viktor,Jinx,Xayah,Thresh,Lulu,-7908.0,red,0,0.0,1.0,-3.33,-3.33,-3.5,-4.5,-2.67,top,Fighter,top,Fighter,top,Fighter,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Fiora,Vayne,Rengar,Kayn,Twisted Fate,Karthus,Ezreal,Draven,Karma,Janna,-1494.0,red,-2,2.0,2.0,0.5,-0.5,4.5,2.33,0.0,top,Fighter,top,Marksman,top,Assassin,top,Fighter,mid,Mage,jungle,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Jax,Pantheon,Vi,Maokai,Vex,Yasuo,Ezreal,Kog'Maw,Swain,Yuumi,3469.0,blue,2,0.0,0.0,5.75,0.6600000000000001,1.0,0.6000000000000001,-4.0,top,Fighter,top,Fighter,jungle,Fighter,top,Tank,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,top,Mage,support,Support
Lillia,Jax,Lee Sin,Gragas,Kassadin,Ahri,Kai'Sa,Aphelios,Blitzcrank,Milio,-496.0,blue,0,0.0,2.0,-0.6699999999999999,5.0,-2.0,9.5,10.0,jungle,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Riven,Quinn,Elise,Kha'Zix,Qiyana,Lux,Draven,Ezreal,Blitzcrank,Yuumi,1869.0,blue,0,1.0,-1.0,2.07,5.0,-1.5,0.08000000000000007,-3.5,top,Fighter,top,Marksman,jungle,Mage,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Camille,Singed,Wukong,Karthus,Vex,Akshan,Ezreal,Xayah,Janna,Rakan,-8262.0,red,0,1.0,1.0,-3.67,-5.0,-8.57,-5.75,1.0,top,Fighter,top,Tank,top,Fighter,jungle,Mage,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support
Quinn,Poppy,Karthus,Ekko,Zed,Viktor,Xayah,Sivir,Lulu,Milio,-479.0,blue,-2,0.0,0.0,-3.5,-3.0,-1.5,5.67,5.0,top,Marksman,top,Tank,jungle,Mage,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Fiora,Camille,Wukong,Kha'Zix,Katarina,Twisted Fate,Jinx,Zeri,Milio,Thresh,93.0,red,-2,1.0,0.0,1.17,-5.33,-4.7,1.17,-0.16999999999999993,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Urgot,Olaf,Lee Sin,Jarvan IV,Qiyana,Lissandra,Vayne,Karthus,Thresh,Senna,-1063.0,red,-1,-2.0,0.0,-3.67,-2.5,0.0,7.0,7.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Tank,mid,Assassin,mid,Mage,top,Marksman,jungle,Mage,support,Support,support,Marksman
Nidalee,Yone,Cho'Gath,Poppy,Renekton,Master Yi,Aphelios,Varus,Nautilus,Zilean,-3349.0,blue,0,-1.0,-2.0,4.5,-6.0,1.75,-1.5,-6.0,jungle,Assassin,top,Assassin,top,Tank,top,Tank,top,Fighter,jungle,Assassin,adc,Marksman,mid,Marksman,mid,Tank,mid,Support
Jax,Malphite,Fiddlesticks,Jarvan IV,Bel'Veth,Diana,Ezreal,Varus,Nautilus,Thresh,-67.0,blue,2,0.0,0.0,0.83,-2.33,0.6000000000000001,0.0,-1.92,top,Fighter,top,Tank,jungle,Mage,jungle,Tank,jungle,Fighter,jungle,Fighter,adc,Marksman,mid,Marksman,mid,Tank,support,Support
Malphite,Darius,Rengar,Elise,Akali,Kennen,Aphelios,Zac,Thresh,Maokai,6864.0,blue,-1,1.0,0.0,5.6,5.33,3.0,-2.0,-0.6699999999999999,top,Tank,top,Fighter,top,Assassin,jungle,Mage,top,Assassin,top,Mage,adc,Marksman,top,Tank,support,Support,top,Tank
Warwick,Syndra,Sylas,Jarvan IV,Zed,Varus,Aphelios,Yasuo,Janna,Bard,957.0,red,2,0.0,-1.0,6.83,3.5,1.0,-2.0,-2.0,top,Fighter,mid,Mage,top,Mage,jungle,Tank,top,Assassin,mid,Marksman,adc,Marksman,top,Fighter,support,Support,support,Support
Aatrox,Sett,Hecarim,Rek'Sai,Lux,Lulu,Jhin,Jinx,Maokai,Veigar,-7123.0,red,1,1.0,0.0,-1.5,-3.5,-5.75,-2.75,-7.67,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Mage,support,Support,adc,Marksman,adc,Marksman,top,Tank,mid,Mage
Jayce,Riven,Bel'Veth,Nidalee,Vladimir,Talon,Veigar,Zeri,Pyke,Nautilus,-7337.0,red,-2,1.0,1.0,-2.0,-2.67,-0.5,-10.0,-3.4,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Mage,jungle,Assassin,mid,Mage,adc,Marksman,support,Support,mid,Tank
Sion,Akshan,Vi,Nidalee,Ekko,Malzahar,Kog'Maw,Jhin,Lulu,Nautilus,-561.0,red,2,0.0,-1.0,2.5,-3.33,-2.67,-1.0,-6.33,top,Tank,top,Marksman,jungle,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Sion,Gangplank,Kha'Zix,Wukong,Annie,Zed,Caitlyn,Jinx,Thresh,Milio,7251.0,blue,2,-2.0,-3.0,-0.66,8.0,6.71,7.33,1.3399999999999999,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Jayce,Urgot,Kai'Sa,Gragas,Sylas,Aurelion Sol,Viego,Lucian,Thresh,Nami,1550.0,red,1,1.0,-1.0,1.75,2.33,2.5,-4.0,-3.67,top,Fighter,top,Fighter,adc,Marksman,top,Fighter,top,Mage,mid,Mage,jungle,Assassin,adc,Marksman,support,Support,support,Support
Heimerdinger,Yorick,Viego,Bel'Veth,Veigar,Lux,Ashe,Jinx,Braum,Leona,-7136.0,red,-2,2.0,1.0,-1.5,-9.5,-2.67,-2.75,-1.0,support,Mage,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Warwick,Gnar,Jarvan IV,Hecarim,LeBlanc,Vladimir,Kai'Sa,Caitlyn,Janna,Thresh,-7592.0,red,2,1.0,2.0,-1.33,-1.0,0.5,1.0,3.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Fighter,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Cho'Gath,Akshan,Viego,Elise,Syndra,Pyke,Ezreal,Kai'Sa,Braum,Nautilus,288.0,red,-2,1.0,1.0,-1.67,-2.0,-4.75,7.5,6.33,top,Tank,top,Marksman,jungle,Assassin,jungle,Mage,mid,Mage,support,Support,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Mordekaiser,Aatrox,Hecarim,Kayn,K'Sante,Cassiopeia,Ezreal,Jinx,Karma,Lulu,581.0,blue,0,1.0,0.0,-1.5,-0.33000000000000007,3.33,2.5,8.33,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,top,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Sion,Fiora,Kha'Zix,Bel'Veth,Aurelion Sol,Ryze,Ezreal,Varus,Heimerdinger,Lulu,-2561.0,blue,0,1.0,0.0,-0.32999999999999996,-10.25,-2.83,-2.0,-3.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,mid,Marksman,support,Mage,support,Support
Vladimir,Zac,Graves,Diana,Taliyah,Pantheon,Kai'Sa,Ezreal,Nami,Senna,-10832.0,red,-1,2.0,3.0,-2.0,-4.33,-7.5,-1.75,-6.0,top,Mage,top,Tank,jungle,Marksman,jungle,Fighter,jungle,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Jax,Gragas,Maokai,Kindred,Lucian,Tristana,Xayah,Kai'Sa,LeBlanc,Camille,2088.0,blue,2,1.0,0.0,5.33,-2.5,-0.5,0.6000000000000001,0.8999999999999999,top,Fighter,top,Fighter,top,Tank,jungle,Marksman,adc,Marksman,mid,Marksman,adc,Marksman,adc,Marksman,mid,Assassin,top,Fighter
Sion,Darius,Graves,Wukong,Cho'Gath,Annie,Ezreal,Draven,Janna,Leona,-997.0,blue,-2,1.0,0.0,-1.33,1.17,1.0,3.0,0.16999999999999993,top,Tank,top,Fighter,jungle,Marksman,top,Fighter,top,Tank,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Gnar,Ekko,Vi,Renekton,Yasuo,Sylas,Aphelios,Zeri,Thresh,Yuumi,1680.0,blue,-2,-1.0,0.0,-0.5,3.0,5.0,-4.33,-4.0,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Singed,Urgot,Hecarim,Vi,Ziggs,Veigar,Vayne,Twitch,Taric,Pyke,186.0,blue,2,1.0,0.0,-1.0,1.0,-1.0,-3.67,0.0,top,Tank,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Mage,top,Marksman,adc,Marksman,support,Support,support,Support
Tryndamere,Sett,Gragas,Lee Sin,Irelia,Ahri,Draven,Aphelios,Karma,Lulu,5477.0,red,2,1.0,-1.0,0.75,4.25,1.0,-1.33,-1.0,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Jayce,Irelia,Graves,Poppy,Neeko,Twitch,Jhin,Kai'Sa,Heimerdinger,Soraka,-2998.0,red,1,1.0,-1.0,-1.75,-3.0,-2.0,-5.0,-9.0,top,Fighter,top,Fighter,jungle,Marksman,top,Tank,jungle,Mage,adc,Marksman,adc,Marksman,adc,Marksman,support,Mage,support,Support
Darius,Gragas,Lee Sin,Master Yi,Vladimir,Yone,Jinx,Tristana,Senna,Nautilus,-1087.0,blue,0,0.0,0.0,-0.16999999999999993,-2.8600000000000003,-1.83,4.0,1.83,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Mage,top,Assassin,adc,Marksman,mid,Marksman,support,Marksman,mid,Tank
Jax,Camille,Poppy,Hecarim,Aurelion Sol,Zac,Ezreal,Varus,Nami,Milio,-1794.0,red,2,0.0,1.0,0.7300000000000001,1.5,1.0,-8.4,-5.0,top,Fighter,top,Fighter,top,Tank,jungle,Fighter,mid,Mage,top,Tank,adc,Marksman,mid,Marksman,support,Support,support,Support
K'Sante,Jax,Xin Zhao,Kayn,Katarina,Lissandra,Twitch,Seraphine,Rakan,Yuumi,2885.0,red,0,-1.0,-1.0,6.0,0.16999999999999993,1.33,-0.75,-5.9,top,Tank,top,Fighter,jungle,Fighter,top,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Mage,support,Support,support,Support
Kennen,Malphite,Kayn,Bel'Veth,Nautilus,Kayle,Zeri,Miss Fortune,Yuumi,Swain,-1304.0,blue,-2,-1.0,1.0,1.0,-0.40000000000000013,0.5,0.0,4.67,top,Mage,top,Tank,top,Fighter,jungle,Fighter,mid,Tank,top,Fighter,adc,Marksman,adc,Marksman,support,Support,top,Mage
Rengar,Ornn,Gragas,Bel'Veth,Yasuo,Annie,Zeri,Jinx,Karma,Lulu,-710.0,red,-1,0.0,0.0,-6.67,-4.9,0.5,7.67,3.9,top,Assassin,top,Tank,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Caitlyn,Dr. Mundo,Kha'Zix,Pantheon,Cassiopeia,Viktor,Aatrox,Viego,Thresh,Jinx,-4112.0,red,-2,1.0,2.0,-3.0,1.0,1.47,-2.5,-3.0,adc,Marksman,top,Fighter,jungle,Assassin,top,Fighter,top,Mage,mid,Mage,top,Fighter,jungle,Assassin,support,Support,adc,Marksman
Akshan,Jax,Kindred,Nidalee,Annie,Quinn,Jinx,Zeri,Nautilus,Braum,-2698.0,red,0,0.0,2.0,-4.0,-5.33,2.0,-7.0,0.25,top,Marksman,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Master Yi,Thresh,Poppy,Jax,Malphite,Zed,Sivir,Udyr,Janna,Jinx,4641.0,blue,0,-2.0,-1.0,2.67,-1.4,-2.0,13.8,12.25,jungle,Assassin,support,Support,top,Tank,top,Fighter,top,Tank,top,Assassin,adc,Marksman,top,Fighter,support,Support,adc,Marksman
Varus,Kennen,Poppy,Nidalee,Zoe,Tryndamere,Xayah,Ashe,Pyke,Galio,-1668.0,blue,-2,-1.0,1.0,-0.6699999999999999,-6.5,1.75,0.0,1.3399999999999999,mid,Marksman,top,Mage,top,Tank,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Gwen,Dr. Mundo,Wukong,Sylas,Vex,Syndra,Kalista,Twitch,Nautilus,Xerath,-6739.0,blue,-2,0.0,0.0,0.32999999999999996,-8.5,-1.0,-4.1,-9.5,top,Fighter,top,Fighter,top,Fighter,top,Mage,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,mid,Mage
Pantheon,Jhin,Rek'Sai,Vi,Zoe,Katarina,Jinx,Viktor,Karma,Lux,-1206.0,blue,0,0.0,1.0,0.0,2.0,4.5,-3.0,-1.75,top,Fighter,adc,Marksman,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Assassin,adc,Marksman,mid,Mage,support,Mage,mid,Mage
Sett,K'Sante,Kayn,Kha'Zix,Vex,Kassadin,Samira,Lucian,Pyke,Lulu,4164.0,blue,2,-1.0,0.0,2.0,2.0,1.5,0.19999999999999996,-0.33000000000000007,top,Fighter,top,Tank,top,Fighter,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Vladimir,Cho'Gath,Fiddlesticks,Graves,Akshan,Qiyana,Aphelios,Draven,Thresh,Milio,1672.0,blue,0,0.0,0.0,4.8,2.0,1.33,-4.5,-4.5,top,Mage,top,Tank,jungle,Mage,jungle,Marksman,top,Marksman,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Fiora,Karma,Kha'Zix,Ekko,Syndra,Gnar,Ezreal,Cassiopeia,Yuumi,Jinx,9079.0,blue,1,-2.0,-2.0,4.0,4.5,-1.5,4.0,5.6,top,Fighter,support,Mage,jungle,Assassin,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,top,Mage,support,Support,adc,Marksman
Gragas,Malphite,Lee Sin,Viego,Aurelion Sol,Orianna,Ezreal,Kai'Sa,Leona,Blitzcrank,-1415.0,red,-2,0.0,0.0,1.0,-1.0,-2.5,-0.33999999999999986,0.8300000000000001,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Tank
Jayce,Malphite,Lee Sin,Graves,Sylas,Xerath,Kai'Sa,Jinx,Thresh,Maokai,-6120.0,red,0,1.0,1.0,0.0,-3.4,-6.5,-0.5,-3.17,top,Fighter,top,Tank,jungle,Fighter,jungle,Marksman,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,top,Tank
Jarvan IV,Olaf,Lillia,Kha'Zix,Bel'Veth,Ahri,Xerath,Xayah,Twitch,Rakan,8605.0,blue,2,-1.0,-2.0,8.67,3.33,7.5,4.0,4.25,jungle,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support
Teemo,Garen,Vi,Rammus,Talon,Akshan,Caitlyn,Kog'Maw,Milio,Lulu,2212.0,red,-1,0.0,0.0,-0.5,0.0,1.0,1.0,1.0,top,Marksman,top,Fighter,jungle,Fighter,jungle,Tank,jungle,Assassin,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support
Kayle,Fizz,Kha'Zix,Master Yi,Yasuo,Tryndamere,Kai'Sa,Miss Fortune,Soraka,Senna,-5296.0,blue,0,2.0,1.0,-2.83,1.0,-2.5,0.33000000000000007,-2.83,top,Fighter,mid,Assassin,jungle,Assassin,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Jax,Teemo,Jarvan IV,Zac,Qiyana,Zed,Karthus,Xayah,Pyke,Annie,-889.0,red,-2,1.0,0.0,2.1,-3.67,-1.0,-4.0,2.75,top,Fighter,top,Marksman,jungle,Tank,top,Tank,mid,Assassin,top,Assassin,jungle,Mage,adc,Marksman,support,Support,mid,Mage
Riven,Vladimir,Graves,Skarner,Katarina,Irelia,Karthus,Jhin,Amumu,Pyke,3835.0,blue,2,-1.0,-2.0,4.8,3.0,3.5,1.0,1.83,top,Fighter,top,Mage,jungle,Marksman,jungle,Fighter,mid,Assassin,top,Fighter,jungle,Mage,adc,Marksman,jungle,Tank,support,Support
Nasus,Jax,Kha'Zix,Ekko,Ahri,Orianna,Xayah,Jinx,Rakan,Zilean,3072.0,blue,-1,-1.0,0.0,3.67,6.75,4.67,2.0,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Support
Sion,Cho'Gath,Vi,Nocturne,Zed,Aurelion Sol,Xayah,Sivir,Morgana,Milio,6814.0,blue,1,-1.0,0.0,0.33000000000000007,5.4,3.75,3.5,4.0,top,Tank,top,Tank,jungle,Fighter,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
K'Sante,Fiora,Lillia,Nidalee,Zed,Riven,Zeri,Ezreal,Leona,Karma,-1760.0,blue,0,0.0,0.0,0.25,-3.0,-1.0,-0.83,-8.0,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,top,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Tank,support,Mage
Rumble,Cho'Gath,Hecarim,Kha'Zix,Aurelion Sol,Lissandra,Ezreal,Varus,Poppy,Lulu,3689.0,blue,2,-1.0,0.0,3.0,1.25,-0.5,3.0,0.75,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,mid,Marksman,top,Tank,support,Support
Poppy,Mordekaiser,Shaco,Sylas,Orianna,Riven,Lucian,Zeri,Nami,Lulu,-4941.0,red,2,1.0,0.0,-5.8,-1.17,2.5,-9.8,-9.75,top,Tank,top,Fighter,jungle,Assassin,top,Mage,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Yasuo,Riven,Gragas,Lee Sin,Galio,Ahri,Aphelios,Jinx,Lulu,Soraka,-186.0,red,-1,1.0,0.0,-1.75,0.8300000000000001,-2.33,0.0,-2.0,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Tank,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Azir,Master Yi,Fiddlesticks,Yone,Zed,Yasuo,Ezreal,Lucian,Seraphine,Nami,-2465.0,blue,0,-1.0,0.0,0.0,-3.67,0.0,0.0,-1.0,mid,Mage,jungle,Assassin,jungle,Mage,top,Assassin,top,Assassin,top,Fighter,adc,Marksman,adc,Marksman,adc,Mage,support,Support
