,Unnamed: 0,link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,gold_difference,turret_blue,turret_red,dragon_blue,dragon_red,blue_heralds,red_heralds,team_win
9932,9955,/match/las/1293279651,Camille,Kled,Evelynn,Fiddlesticks,Pantheon,Sylas,Seraphine,Aphelios,Soraka,Milio,0.5,8.0,0.4,8.0,0.5,10.0,3.0,1.0,1.0,1.33,-8701.0,2.0,0.0,1.0,0.0,0,2,red
3245,6649,/match/na/4644638143,K'Sante,Rengar,Nidalee,Elise,Talon,Riven,Lucian,Aphelios,Janna,Blitzcrank,1.33,3.5,6.0,2.33,0.33,7.0,1.4,1.25,3.0,3.0,-1868.0,0.0,0.0,0.0,0.0,0,2,red
2250,6850,/match/na/4644184870,Aatrox,Teemo,Graves,Kayn,Aurelion Sol,Tristana,Twitch,Varus,Yuumi,Maokai,0.67,1.5,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,952.0,0.0,0.0,0.0,1.0,0,2,blue
7016,744,/match/ph/11498739,Aatrox,Darius,Trundle,Nidalee,Kassadin,Vladimir,Xayah,Ezreal,Twitch,Senna,1.33,1.0,1.2,4.0,2.0,5.0,4.0,1.0,1.29,7.0,-3038.0,1.0,0.0,0.0,1.0,2,0,red
8003,8580,/match/eune/3358647527,Singed,Wukong,Rek'Sai,Kayn,Sett,LeBlanc,Ziggs,Alistar,Senna,Ezreal,1.0,2.0,2.0,1.0,1.0,3.0,1.5,1.0,1.0,4.0,2161.0,0.0,1.0,0.0,2.0,2,0,blue
5501,235,/match/oce/567673954,Rammus,Sion,Hecarim,Viego,Kai'Sa,Rumble,Yasuo,Aphelios,Janna,Alistar,0.0,6.0,1.0,4.0,1.5,7.0,0.0,6.0,2.0,5.0,-6425.0,2.0,0.0,1.0,0.0,0,2,red
8521,5140,/match/lan/1383912765,Yasuo,Kled,Gragas,Amumu,Jayce,Viktor,Ornn,Lucian,Thresh,Shaco,6.0,1.0,7.0,0.0,3.0,1.0,5.0,1.0,4.0,3.0,4285.0,0.0,0.0,0.0,2.0,1,1,blue
7261,5704,/match/las/1293001854,Gwen,Volibear,Jarvan IV,Graves,Lux,Xerath,Jinx,Aphelios,Lulu,Nami,0.0,5.0,1.0,3.5,3.0,4.0,0.75,6.0,1.5,2.5,-4891.0,1.0,1.0,1.0,0.0,1,1,red
4072,7578,/match/vn/82598062,Gragas,Ornn,Viego,Evelynn,Aurelion Sol,Malzahar,Kai'Sa,Aphelios,Milio,Xerath,1.0,0.0,0.5,8.0,0.0,5.0,1.5,1.0,1.5,5.0,-6134.0,1.0,0.0,1.0,1.0,0,2,red
1925,5848,/match/las/1292696401,Kennen,Gnar,Hecarim,Master Yi,Vex,Ahri,Twitch,Kai'Sa,Lulu,Janna,0.0,2.0,2.0,0.33,3.0,1.0,9.0,0.25,10.0,0.0,11216.0,0.0,2.0,0.0,1.0,1,0,blue
5323,378,/match/oce/567165117,Malphite,Olaf,Ivern,Jarvan IV,Azir,Ahri,Xayah,Ezreal,Senna,Xerath,0.0,1.0,2.0,1.33,1.0,1.5,1.33,3.0,1.5,4.0,-3248.0,1.0,0.0,0.0,1.0,0,2,red
7429,989,/match/ph/11202807,Kayn,Udyr,Fiddlesticks,Wukong,Sylas,Zoe,Jhin,Aphelios,Annie,Soraka,0.0,3.0,2.0,4.0,3.0,0.0,0.0,3.0,1.0,4.0,-3574.0,1.0,0.0,2.0,0.0,0,2,red
9372,6218,/match/las/1289826783,Riven,Malphite,Ekko,Viego,Vladimir,Akali,Zeri,Ezreal,Senna,Yuumi,1.0,2.0,3.67,1.2,0.75,1.75,12.0,1.67,1.5,1.25,8874.0,0.0,3.0,1.0,1.0,2,0,blue
3295,5988,/match/las/1292639743,Dr. Mundo,Gangplank,Kindred,Rammus,Syndra,Lissandra,Jinx,Varus,Milio,Karma,3.0,0.0,0.5,8.0,2.0,6.0,0.8,4.5,3.0,9.0,-6239.0,1.0,0.0,1.0,0.0,0,1,blue
3692,2393,/match/tr/1403739941,Jax,Darius,Diana,Jarvan IV,Sylas,Nautilus,Sivir,Nilah,Heimerdinger,Rakan,0.67,0.67,5.0,1.67,2.0,4.0,1.0,6.0,3.0,4.0,-1009.0,0.0,1.0,0.0,1.0,1,0,red
6681,6925,/match/na/4644005923,Tryndamere,K'Sante,Kha'Zix,Talon,LeBlanc,Lissandra,Ezreal,Draven,Karma,Soraka,2.0,0.5,9.0,2.0,8.0,0.0,2.5,2.0,0.75,2.0,372.0,1.0,0.0,0.0,1.0,2,0,red
8374,6990,/match/na/4644106525,K'Sante,Tahm Kench,Rengar,Evelynn,Ahri,Twisted Fate,Xayah,Ezreal,Pyke,Senna,0.5,1.5,1.0,7.0,5.0,1.67,1.0,3.5,2.25,4.33,-4536.0,1.0,0.0,1.0,0.0,0,2,red
1810,4151,/match/jp/395363449,Zac,Poppy,Shaco,Kha'Zix,Zed,Diana,Sivir,Ezreal,Blitzcrank,Miss Fortune,6.0,0.25,2.67,0.75,4.5,0.4,1.5,0.67,3.0,1.0,2988.0,1.0,1.0,1.0,0.0,1,0,blue
3187,2973,/match/tw/62921755,Maokai,Yone,Hecarim,Zac,LeBlanc,Vex,Kai'Sa,Ezreal,Senna,Yuumi,0.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,0.5,5.0,-4713.0,1.0,0.0,1.0,0.0,0,2,red
2908,2017,/match/tr/1404217339,Kayn,Darius,Varus,Sylas,Zed,Yone,Kha'Zix,Jinx,Annie,Pyke,0.25,6.0,3.0,1.0,0.8,4.0,0.5,4.0,2.0,2.75,-6494.0,2.0,0.0,1.0,0.0,0,2,red
7666,1813,/match/th/4874920,Gragas,Jayce,Vi,Lee Sin,Akshan,Zoe,Vayne,Ezreal,Blitzcrank,Lux,1.5,1.0,3.5,9.0,0.5,6.0,2.0,4.0,0.4,7.0,-4829.0,0.0,0.0,2.0,0.0,0,1,red
9016,699,/match/ph/11559109,Pantheon,Aatrox,Hecarim,Graves,LeBlanc,Syndra,Kog'Maw,Jinx,Lulu,Blitzcrank,3.0,2.0,1.33,5.0,1.67,2.5,6.0,0.67,9.0,0.8,1905.0,0.0,0.0,1.0,0.0,1,1,red
4141,8753,/match/eune/3359107406,Ekko,Nasus,Gragas,Hecarim,Galio,Katarina,Jinx,Miss Fortune,Janna,Soraka,7.0,2.0,1.5,3.0,7.0,0.25,1.0,0.0,3.0,0.0,-312.0,0.0,0.0,0.0,1.0,1,1,red
1303,8950,/match/tr/1404384570,Rumble,Illaoi,Nocturne,Elise,Zed,Lissandra,Ezreal,Kai'Sa,Karma,Xerath,0.67,1.0,3.0,1.0,4.5,1.0,2.0,2.0,2.5,1.67,1053.0,0.0,0.0,0.0,1.0,2,0,blue
4884,1945,/match/tr/1404059234,Sion,Jax,Rengar,Rek'Sai,Viktor,Diana,Zeri,Jinx,Nautilus,Lulu,5.0,0.25,4.5,0.83,6.0,1.0,1.0,4.0,2.5,2.0,5586.0,0.0,1.0,2.0,0.0,2,0,blue
4579,4890,/match/kr/6469268428,K'Sante,Vayne,Kindred,Nidalee,Galio,Renekton,Aphelios,Ezreal,Milio,Karma,0.25,4.0,1.5,2.0,1.5,3.0,2.0,2.0,2.0,4.0,-6149.0,0.0,0.0,1.0,0.0,1,1,red
6614,4314,/match/jp/394290772,Poppy,Sett,Bel'Veth,Rengar,Vladimir,Orianna,Jinx,Xayah,Lux,Nautilus,1.0,1.0,2.5,3.5,0.0,4.0,3.5,3.5,0.83,2.33,-212.0,1.0,1.0,1.0,0.0,2,0,red
7890,6442,/match/na/4645021727,Fiora,K'Sante,Gragas,Kayn,Yone,Diana,Kai'Sa,Xayah,Maokai,Rakan,4.0,0.0,15.0,0.67,10.0,0.25,8.0,0.2,4.5,0.6,14311.0,0.0,2.0,0.0,2.0,0,1,blue
6177,7112,/match/na/4643868953,Mordekaiser,Shaco,Graves,Lee Sin,Ahri,Akali,Lucian,Aphelios,Yuumi,Soraka,2.0,2.0,3.0,0.75,3.0,3.0,3.0,0.67,7.0,1.67,5597.0,0.0,1.0,0.0,1.0,2,0,blue
907,4075,/match/jp/395509603,Yone,Malphite,Hecarim,Kha'Zix,Pantheon,Sylas,Ezreal,Aphelios,Xerath,Bel'Veth,0.33,2.0,1.5,5.0,0.67,6.0,1.5,1.33,7.0,3.0,-3975.0,1.0,0.0,1.0,1.0,0,2,red
6109,9205,/match/kr/6477252947,K'Sante,Tryndamere,Vi,Elise,Zoe,Yone,Aphelios,Ezreal,Karma,Tahm Kench,0.5,2.0,5.0,5.0,4.0,1.0,1.75,1.25,4.5,1.0,1698.0,0.0,0.0,0.0,0.0,1,1,blue
5086,9430,/match/tw/66192132,Yone,Sion,Taliyah,Vi,Irelia,Fizz,Jinx,Ezreal,Amumu,Braum,0.67,1.0,3.5,6.0,0.0,5.0,2.0,1.5,1.67,3.5,2251.0,0.0,1.0,1.0,1.0,2,0,blue
6575,6977,/match/na/4644132111,Fiora,Warwick,Lillia,Evelynn,Zed,Pantheon,Kai'Sa,Jinx,Nami,Soraka,3.0,0.33,2.5,3.0,2.0,1.67,1.0,7.0,2.0,1.5,-2734.0,1.0,0.0,1.0,0.0,0,2,red
5515,624,/match/ph/11687785,Darius,Sion,Volibear,Ekko,Karthus,Poppy,Jinx,Caitlyn,Lulu,Karma,3.0,0.33,1.5,7.0,1.67,2.33,1.0,6.0,1.0,3.5,-8391.0,2.0,0.0,0.0,1.0,0,2,red
722,3267,/match/eune/3358163538,Cho'Gath,Shen,Graves,Diana,Malzahar,Annie,Miss Fortune,Xayah,Thresh,Rakan,0.4,7.0,0.5,4.67,1.0,1.0,0.33,11.0,0.0,11.0,-7773.0,2.0,0.0,1.0,1.0,1,1,red
3323,895,/match/ph/11380544,Fiora,Sylas,Wukong,Viego,Lissandra,Irelia,Karthus,Kai'Sa,Soraka,Yuumi,0.25,4.0,0.75,9.0,2.5,0.75,1.0,1.67,2.67,5.0,-6507.0,0.0,0.0,2.0,0.0,0,2,red
2247,5441,/match/lan/1382892964,Jax,Cho'Gath,Lillia,Bel'Veth,Katarina,Zoe,Kog'Maw,Varus,Thresh,Zilean,2.0,0.75,6.0,0.5,6.0,1.0,4.0,0.0,4.0,0.0,6916.0,0.0,2.0,0.0,1.0,2,0,blue
4136,2066,/match/tr/1403316281,Shen,Riven,Hecarim,Kayn,Lux,Qiyana,Jhin,Zeri,Swain,Karma,0.5,6.0,2.5,2.33,1.0,1.5,1.0,5.0,0.33,5.0,-7570.0,0.0,0.0,0.0,1.0,0,1,red
2162,6570,/match/na/4644808816,Riven,Pantheon,Skarner,Kha'Zix,Jayce,Ahri,Caitlyn,Ezreal,Lux,Bard,0.5,2.0,2.5,7.0,0.5,4.0,0.5,3.0,1.0,1.67,-4507.0,0.0,0.0,0.0,1.0,1,1,red
1451,7454,/match/las/1293008626,Ornn,Singed,Vi,Poppy,Mordekaiser,Katarina,Jinx,Zeri,Lux,Blitzcrank,4.0,0.2,10.0,2.0,2.5,1.67,5.0,1.2,4.67,0.71,7202.0,0.0,2.0,0.0,1.0,2,0,blue
7485,6008,/match/las/1291253958,Tryndamere,Pantheon,Rek'Sai,Kha'Zix,Taliyah,Ziggs,Jhin,Lucian,Viego,Milio,0.67,2.0,11.0,1.33,8.0,0.5,3.0,0.67,8.0,1.0,7633.0,0.0,1.0,0.0,2.0,2,0,blue
9418,7031,/match/na/4643842316,Shen,Darius,Kayn,Udyr,Ezreal,Lissandra,Ahri,Xayah,Senna,Rakan,4.0,0.0,2.0,2.0,6.0,1.5,2.0,1.0,3.0,1.5,895.0,0.0,0.0,2.0,0.0,0,2,red
2320,5564,/match/lan/1381864761,Kai'Sa,Pantheon,Jarvan IV,Viego,Katarina,Vex,Ezreal,Jhin,Nautilus,Renata Glasc,0.2,3.0,0.71,3.5,7.0,2.67,0.67,5.0,1.0,9.0,-5878.0,1.0,0.0,2.0,0.0,0,2,red
2180,6121,/match/las/1292491242,Draven,Ornn,Ekko,Jarvan IV,Neeko,Vel'Koz,Ezreal,Twitch,Leona,Janna,0.0,2.0,3.0,0.67,1.0,6.0,3.0,2.0,2.0,6.0,594.0,0.0,1.0,1.0,1.0,1,0,red
4926,4361,/match/kr/6476479167,Poppy,Fiora,Master Yi,Lee Sin,K'Sante,Morgana,Xayah,Ezreal,Soraka,Leona,2.0,0.5,6.0,2.5,4.0,0.5,3.0,2.0,1.33,1.5,2468.0,0.0,0.0,0.0,1.0,2,0,blue
6103,3977,/match/euw/6381669083,Malphite,Garen,Kayn,Graves,Syndra,Kennen,Ezreal,Xayah,Bard,Rakan,1.0,2.0,1.0,7.0,0.67,1.5,3.0,3.0,1.33,7.0,-1155.0,0.0,0.0,1.0,0.0,2,0,blue
9981,2427,/match/tr/1401326344,Shen,Poppy,Zac,Master Yi,Orianna,Annie,Twitch,Kog'Maw,Lulu,Milio,1.0,1.0,5.0,4.0,3.0,0.0,2.0,1.0,0.67,2.0,-1470.0,1.0,0.0,1.0,0.0,1,1,blue
1982,6875,/match/na/4640063137,Ryze,Gangplank,Kha'Zix,Skarner,Nasus,Annie,Tristana,Ezreal,Thresh,Nami,0.5,3.0,4.0,3.0,2.0,1.0,4.0,0.67,4.0,1.0,3376.0,0.0,0.0,0.0,1.0,2,0,blue
8849,4144,/match/jp/394173252,Sion,Gnar,Xin Zhao,Nidalee,Zed,Nautilus,Varus,Tristana,Bard,Blitzcrank,1.0,0.0,3.67,1.0,1.33,1.67,6.0,1.0,9.0,2.0,4994.0,0.0,0.0,0.0,1.0,1,1,blue
3005,4369,/match/kr/6476192300,K'Sante,Jayce,Nidalee,Lee Sin,Pantheon,Katarina,Caitlyn,Ezreal,Senna,Karma,0.5,3.0,1.5,1.0,1.33,2.33,3.0,4.0,2.0,3.0,-1014.0,0.0,1.0,1.0,0.0,0,2,blue
6897,6518,/match/na/4644069511,Pantheon,Riven,Rengar,Fiddlesticks,LeBlanc,Yone,Ezreal,Draven,Karma,Senna,1.75,1.0,11.0,1.67,10.0,0.67,1.0,1.0,8.0,1.33,6770.0,0.0,1.0,1.0,1.0,2,0,blue
2037,3986,/match/euw/6384444402,Cho'Gath,Rumble,Shaco,Elise,Twisted Fate,Irelia,Caitlyn,Ezreal,Thresh,Pyke,0.0,5.0,2.5,8.0,1.5,3.0,1.33,1.5,2.0,2.0,-3653.0,1.0,0.0,1.0,1.0,0,2,blue
2375,6735,/match/na/4644532528,Gnar,Kled,Wukong,Vi,Lux,Orianna,Aphelios,Karthus,Soraka,Senna,2.0,0.0,4.0,4.0,1.5,3.0,1.33,2.0,4.0,1.67,-410.0,0.0,0.0,2.0,0.0,2,0,red
4925,3339,/match/euw/6385163828,Jayce,Shen,Shaco,Skarner,Ahri,Viego,Draven,Aphelios,Nami,Lulu,0.33,6.0,4.5,1.5,1.5,2.5,3.0,1.0,6.0,2.0,967.0,0.0,0.0,2.0,0.0,1,1,red
6341,3183,/match/eune/3358792827,Mordekaiser,Shen,Zac,Pantheon,Akali,Quinn,Jinx,Nilah,Milio,Heimerdinger,1.0,0.0,5.0,3.5,1.75,1.25,1.0,1.0,4.0,5.0,2246.0,0.0,0.0,2.0,0.0,2,0,red
2142,2212,/match/tr/1403985510,Diana,Gragas,Ekko,Kai'Sa,Caitlyn,Thresh,Nautilus,Gwen,Camille,Irelia,3.0,9.0,1.0,2.33,4.0,0.5,3.5,0.6,0.4,7.0,-1902.0,0.0,0.0,0.0,1.0,0,1,blue
7540,3967,/match/euw/6384485603,Jax,Aurelion Sol,Wukong,Rek'Sai,LeBlanc,Vladimir,Caitlyn,Samira,Nami,Amumu,1.0,2.0,1.5,1.5,4.0,0.5,0.75,8.0,2.0,9.0,1659.0,1.0,2.0,2.0,0.0,2,0,blue
7263,9701,/match/eune/3363708450,Cho'Gath,Aatrox,Kha'Zix,Jarvan IV,Xayah,Aurelion Sol,Gangplank,Samira,Rakan,Nautilus,2.0,1.5,5.0,6.0,6.0,0.0,1.0,2.5,6.0,0.25,3036.0,0.0,1.0,0.0,2.0,1,1,blue
4807,6181,/match/las/1292434025,Zac,Jax,Viego,Zed,Anivia,Azir,Ezreal,Kai'Sa,Dr. Mundo,Pyke,1.0,0.0,0.75,8.0,2.0,1.0,1.5,2.5,2.0,4.0,-3475.0,1.0,0.0,0.0,0.0,1,1,red
7289,7636,/match/vn/82551794,Gnar,Olaf,Jarvan IV,Diana,LeBlanc,Ryze,Jinx,Ezreal,Thresh,Brand,0.67,2.0,1.33,1.0,3.0,3.0,2.0,5.0,1.0,1.67,-6063.0,1.0,0.0,0.0,2.0,0,2,blue
9091,6104,/match/las/1292518113,Akshan,Malphite,Mordekaiser,Udyr,Katarina,Gragas,Jinx,Kai'Sa,Soraka,Rakan,3.0,0.0,2.0,0.5,2.0,0.0,0.25,5.0,1.0,5.0,-2702.0,1.0,0.0,2.0,0.0,2,0,red
947,3914,/match/euw/6384697663,Mordekaiser,Akshan,Gragas,Bel'Veth,Irelia,Gwen,Xayah,Kai'Sa,Blitzcrank,Thresh,2.0,1.0,6.0,4.0,5.0,0.5,0.67,3.0,1.25,7.0,1631.0,0.0,1.0,1.0,0.0,2,0,red
9944,5785,/match/las/1292836398,Pantheon,K'Sante,Diana,Sylas,Yasuo,Kassadin,Samira,Kai'Sa,Pyke,Nautilus,4.0,0.0,3.5,8.0,1.5,7.0,3.0,2.5,1.25,1.0,1831.0,0.0,0.0,0.0,0.0,2,0,blue
5067,4523,/match/kr/6476364898,K'Sante,Malphite,Vi,Kha'Zix,Ahri,Singed,Ezreal,Jinx,Morgana,Lulu,0.0,4.0,1.0,12.0,1.0,2.0,0.33,5.0,0.67,9.0,-3368.0,0.0,0.0,1.0,1.0,0,2,red
2041,8901,/match/eune/3358935398,Fiora,Akshan,Kha'Zix,Vi,Fizz,Zed,Jinx,Kai'Sa,Lulu,Heimerdinger,6.0,0.5,0.5,1.67,2.0,2.5,1.25,3.5,3.0,2.5,-2947.0,1.0,0.0,1.0,1.0,1,1,red
2705,7591,/match/vn/82581930,Renekton,Fiora,Lee Sin,Viego,Ryze,Cassiopeia,Ezreal,Jhin,Leona,Xerath,0.75,1.0,2.0,6.0,3.0,2.0,0.88,4.0,3.5,2.5,-8139.0,2.0,0.0,1.0,0.0,0,2,red
3410,5731,/match/las/1292929767,Kled,Gangplank,Ekko,Master Yi,Syndra,Veigar,Ezreal,Aphelios,Blitzcrank,Thresh,2.0,3.0,3.67,2.33,2.0,4.0,2.5,1.5,9.0,3.0,-2078.0,1.0,0.0,2.0,0.0,1,1,blue
5771,7869,/match/vn/82198033,K'Sante,Pantheon,Lee Sin,Viego,Varus,Lissandra,Caitlyn,Ashe,Morgana,Pyke,0.4,4.5,0.6,11.0,1.0,4.0,1.0,4.0,1.33,3.0,-3615.0,0.0,0.0,0.0,0.0,0,1,red
5805,3333,/match/euw/6385204222,Cho'Gath,Urgot,Talon,Rek'Sai,Yone,Katarina,Nilah,Xayah,Sejuani,Thresh,1.0,1.5,4.5,3.0,1.0,2.0,4.5,1.5,3.0,1.33,2959.0,1.0,0.0,0.0,2.0,2,0,red
3190,9445,/match/tw/66110793,Kayle,Vladimir,Lee Sin,Jarvan IV,Twisted Fate,Yone,Kai'Sa,Zeri,Karma,Yuumi,0.5,4.0,10.0,0.6,4.0,0.5,5.0,0.67,4.0,2.0,5449.0,0.0,1.0,0.0,1.0,2,0,blue
5618,5709,/match/las/1292953972,Corki,Cho'Gath,Nunu & Willump,Talon,Malphite,Milio,Jinx,Xayah,Zyra,Shaco,1.67,1.5,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,-3871.0,0.0,0.0,0.0,2.0,0,2,red
8715,593,/match/ph/11763354,Sett,Jax,Kindred,Shaco,Ziggs,Yone,Miss Fortune,Samira,Lux,Sylas,2.5,0.6,9.0,1.5,2.0,0.33,3.67,1.0,14.0,0.6,10055.0,0.0,2.0,0.0,1.0,0,1,blue
491,9651,/match/eune/3363844135,Aatrox,Ornn,Jarvan IV,Kha'Zix,Swain,Vladimir,Twitch,Jinx,Leona,Milio,3.0,0.0,2.0,2.0,1.0,4.0,7.0,0.0,4.0,1.5,2889.0,0.0,0.0,2.0,0.0,0,2,red
8267,7950,/match/vn/82127080,Katarina,Xin Zhao,Blitzcrank,Yuumi,Ornn,Irelia,Hecarim,Gwen,Varus,Twitch,7.0,1.0,10.0,1.75,0.25,1.5,3.33,0.75,2.0,1.75,-625.0,2.0,0.0,0.0,1.0,1,1,red
7072,982,/match/ph/11234501,Pantheon,Olaf,Vi,Lee Sin,Blitzcrank,Vex,Varus,Jhin,Veigar,Senna,1.0,1.67,5.0,4.5,1.67,0.6,8.0,0.33,0.5,2.0,-305.0,1.0,0.0,1.0,1.0,0,2,blue
8158,2785,/match/tw/63978676,Kassadin,Renekton,Nidalee,Lee Sin,Aatrox,Galio,Twitch,Zeri,Thresh,Lulu,0.0,1.0,7.0,1.0,1.0,0.0,4.0,1.5,4.0,1.0,822.0,0.0,0.0,1.0,0.0,0,2,red
8329,2013,/match/tr/1404122900,Garen,Malphite,Shen,Viego,Sylas,Fizz,Jinx,Anivia,Lux,Jhin,3.0,0.0,7.0,0.67,2.0,1.0,2.67,1.25,2.5,4.0,2930.0,0.0,0.0,1.0,1.0,1,0,blue
5003,5069,/match/kr/6467131916,Maokai,Rammus,Galio,LeBlanc,Wukong,Jax,Hecarim,Kog'Maw,Kai'Sa,Renata Glasc,4.0,1.5,1.0,6.0,0.29,4.0,1.33,8.0,3.0,1.0,-4735.0,1.0,0.0,0.0,1.0,0,2,red
4333,3957,/match/euw/6384659995,Gragas,Kennen,Jarvan IV,Lillia,LeBlanc,Akshan,Jinx,Ashe,Pyke,Galio,1.0,0.0,6.0,6.0,3.0,1.0,1.5,1.75,1.5,2.33,3441.0,0.0,1.0,2.0,0.0,1,1,red
472,1078,/match/ru/440239907,Mordekaiser,Gnar,Diana,Rengar,Malphite,Qiyana,Draven,Kai'Sa,Janna,Bard,0.17,7.0,0.5,2.33,1.33,3.0,3.0,2.0,3.0,6.0,-1602.0,0.0,0.0,0.0,1.0,2,0,blue
3857,3897,/match/euw/6384701339,Jayce,Jax,Amumu,Shaco,Sylas,Vladimir,Ezreal,Caitlyn,Lux,Karma,1.0,1.67,2.5,1.5,1.0,2.0,1.0,4.0,0.5,5.0,1178.0,0.0,1.0,1.0,0.0,2,0,red
9012,3975,/match/euw/6384624274,Sion,Garen,Nunu & Willump,Jarvan IV,Aurelion Sol,Anivia,Kai'Sa,Karthus,Blitzcrank,Nautilus,1.0,0.67,1.33,5.0,0.5,2.5,2.0,1.67,2.5,5.0,-4245.0,0.0,0.0,1.0,0.0,1,1,blue
9551,597,/match/ph/11790428,Jayce,Irelia,Sejuani,Kha'Zix,Lux,Malzahar,Varus,Aphelios,Zilean,Teemo,0.25,5.0,2.0,1.0,2.0,1.33,0.5,3.0,3.0,4.0,-4805.0,1.0,0.0,2.0,0.0,0,1,red
9996,5272,/match/lan/1383107335,Malphite,Cho'Gath,Hecarim,Nunu & Willump,Talon,Yone,Vayne,Ezreal,Janna,Karma,0.0,3.0,2.0,7.0,1.0,2.33,3.0,3.0,4.0,1.5,-1882.0,0.0,0.0,2.0,0.0,1,1,blue
8424,4713,/match/kr/6471061140,Olaf,Vayne,Rek'Sai,Kayn,LeBlanc,Ahri,Miss Fortune,Aurelion Sol,Thresh,Blitzcrank,1.0,3.5,2.33,1.5,3.0,0.5,5.0,1.5,8.0,0.2,237.0,2.0,0.0,1.0,1.0,0,2,red
1938,9814,/match/euw/6386842999,Akali,Viego,Jarvan IV,Skarner,Karthus,Brand,Kalista,Zeri,Nautilus,Lulu,4.0,0.0,4.0,1.0,0.67,6.0,10.0,1.0,5.0,0.5,6113.0,0.0,1.0,2.0,0.0,2,0,red
4152,8965,/match/tw/65893248,Sion,Ornn,Elise,Viego,Rumble,Yasuo,Jinx,Veigar,Milio,Alistar,2.0,1.0,4.0,1.75,9.0,1.33,7.0,3.0,3.0,0.75,5445.0,0.0,0.0,0.0,1.0,1,1,blue
7229,6293,/match/las/1289428082,Sett,Graves,Lee Sin,Tryndamere,Fizz,Kassadin,Ezreal,Aphelios,Janna,Senna,2.0,0.67,0.67,4.0,4.0,1.33,8.0,1.33,3.0,1.0,2174.0,0.0,1.0,1.0,1.0,1,1,blue
4808,3149,/match/eune/3358867932,Zed,Pantheon,Shyvana,Wukong,LeBlanc,Ziggs,Vayne,Cho'Gath,Thresh,Senna,5.0,0.67,7.0,0.33,2.0,0.67,5.0,1.0,1.33,2.5,2538.0,0.0,0.0,0.0,2.0,2,0,blue
9455,6873,/match/na/4644373920,Akshan,Kennen,Graves,Hecarim,Sylas,Taliyah,Ashe,Miss Fortune,Thresh,Milio,9.0,0.0,9.0,0.33,5.0,0.33,9.0,0.0,10.0,0.0,12474.0,0.0,3.0,0.0,1.0,1,0,blue
7474,5298,/match/lan/1381748158,Rengar,Riven,Udyr,Ekko,Sylas,Ahri,Tristana,Draven,Pyke,Thresh,4.0,0.5,1.5,1.5,1.0,2.5,0.5,4.0,1.33,8.0,-4907.0,1.0,1.0,1.0,0.0,2,0,red
5052,5534,/match/lan/1381958511,Darius,Ornn,Ekko,Shaco,Vladimir,Ahri,Ezreal,Jhin,Blitzcrank,Janna,2.5,0.5,3.0,5.0,0.33,5.0,1.0,2.0,1.5,5.0,-3913.0,1.0,1.0,1.0,1.0,2,0,red
6073,7229,/match/vn/82824145,Diana,Miss Fortune,Zeri,Braum,Ezreal,Jarvan IV,Lulu,Tristana,Sett,Gragas,0.67,3.0,0.0,2.0,0.67,2.0,0.0,4.0,0.5,2.0,-3884.0,2.0,0.0,1.0,0.0,0,2,red
5796,6586,/match/na/4644750573,Aatrox,Cho'Gath,Talon,Rammus,Syndra,Ahri,Jinx,Varus,Lulu,Zilean,3.0,0.0,2.0,1.0,7.0,0.25,5.0,1.5,8.0,0.5,8778.0,0.0,1.0,1.0,0.0,1,1,blue
9621,9397,/match/tr/1404620338,Mordekaiser,Kled,Master Yi,Maokai,Zed,LeBlanc,Ezreal,Xayah,Janna,Lulu,1.67,1.0,3.5,0.75,8.0,1.0,0.33,2.5,2.5,7.0,469.0,0.0,1.0,1.0,1.0,2,0,red
7782,6256,/match/las/1292337379,Mordekaiser,Nasus,Fiddlesticks,Graves,Irelia,Anivia,Jinx,Vayne,Milio,Lulu,6.0,0.0,7.0,2.0,1.5,3.0,1.33,5.0,3.0,0.5,3454.0,0.0,3.0,0.0,1.0,1,1,red
2495,6746,/match/na/4644451558,Volibear,Fiora,Wukong,Gragas,Ahri,Brand,Zeri,Aphelios,Blitzcrank,Nautilus,1.0,0.0,6.0,0.67,2.5,2.0,5.0,0.67,5.5,0.29,4795.0,0.0,1.0,1.0,1.0,1,1,blue
6367,8987,/match/vn/83060027,Irelia,Kennen,Rengar,Lee Sin,Sylas,Tristana,Jinx,Caitlyn,Lulu,Bard,0.67,1.0,2.0,2.0,0.33,5.0,1.0,0.5,1.0,2.0,-3455.0,2.0,0.0,1.0,1.0,1,1,red
1107,2931,/match/tw/63468076,Ornn,Malphite,Elise,Viego,Yasuo,Katarina,Twitch,Kai'Sa,Yuumi,Rakan,4.0,2.0,1.5,3.0,0.6,9.0,2.0,1.0,4.0,6.0,366.0,0.0,0.0,2.0,0.0,1,1,red
6290,6754,/match/na/4644515769,Jax,Ornn,Lee Sin,Diana,Zilean,Garen,Tristana,Ashe,Sona,Nautilus,2.0,1.0,7.0,2.0,1.0,2.0,7.0,7.0,2.67,1.75,700.0,0.0,0.0,0.0,1.0,1,0,red
