top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role,score_blue,score_red,score_blue_role,score_red_role
Irelia,Qiyana,Neeko,Shyvana,Aurelion Sol,Orianna,Draven,Kog'Maw,Blitzcrank,Lulu,-12242.0,red,-1,2.0,1.0,-4.67,-5.0,-9.0,-6.0,-6.0,top,Fighter,mid,Assassin,jungle,Mage,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,5.0,4.0,4.0,5.0
Pantheon,Gragas,Neeko,Vi,Amumu,Akali,Sivir,Kai'Sa,Blitzcrank,Zilean,-8465.0,red,-1,1.0,1.0,0.6600000000000001,-1.92,-6.75,-5.67,-6.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Fighter,jungle,Tank,top,Assassin,adc,Marksman,adc,Marksman,support,Tank,mid,Support,4.0,3.0,4.0,4.0
Vladimir,K'Sante,Pantheon,Neeko,Vel'Koz,Zed,Senna,Ezreal,Karma,Thresh,8780.0,blue,1,1.0,-1.0,2.0,2.0,8.67,3.0,4.67,top,Mage,top,Tank,top,Fighter,jungle,Mage,mid,Mage,top,Assassin,support,Marksman,adc,Marksman,support,Mage,support,Support,3.0,4.0,3.0,5.0
Jayce,Camille,Kindred,Ekko,Galio,Zed,Samira,Jinx,Nautilus,Senna,5846.0,blue,1,0.0,-2.0,0.41999999999999993,3.6,4.0,12.0,8.5,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Tank,top,Assassin,adc,Marksman,adc,Marksman,mid,Tank,support,Marksman,4.0,4.0,3.0,3.0
Gnar,Cho'Gath,Bel'Veth,Shaco,Gragas,Taliyah,Kai'Sa,Xayah,Leona,Rakan,1815.0,blue,0,-1.0,0.0,1.0,-2.0,0.0,2.0,0.5,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,top,Fighter,jungle,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,4.0,4.0,3.0,5.0
Renekton,Kennen,Bel'Veth,Evelynn,Annie,Akshan,Zeri,Nilah,Lulu,Rakan,-2776.0,red,0,0.0,0.0,-3.0,1.0,6.5,2.0,-0.6699999999999999,top,Fighter,top,Mage,jungle,Fighter,jungle,Assassin,mid,Mage,top,Marksman,adc,Marksman,adc,Fighter,support,Support,support,Support,5.0,4.0,4.0,5.0
Garen,Rumble,Kha'Zix,Qiyana,Lissandra,Taliyah,Aphelios,Jinx,Blitzcrank,Braum,-3708.0,blue,2,1.0,0.0,-4.0,-4.5,-7.0,0.33000000000000007,-4.67,top,Fighter,top,Fighter,jungle,Assassin,mid,Assassin,mid,Mage,jungle,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,5.0,3.0,5.0,5.0
Warwick,Yone,Viego,Nidalee,Ahri,Zed,Varus,Vayne,Taric,Nami,2095.0,blue,2,1.0,-1.0,6.83,1.0,-0.95,-6.0,-7.5,top,Fighter,top,Assassin,jungle,Assassin,jungle,Assassin,mid,Mage,top,Assassin,mid,Marksman,top,Marksman,support,Support,support,Support,4.0,3.0,5.0,3.0
Fiora,Dr. Mundo,Gragas,Vi,Yone,Sylas,Caitlyn,Jhin,Karma,Neeko,2435.0,red,2,1.0,0.0,3.0,1.0,-0.19999999999999996,-1.5,2.5,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Mage,jungle,Mage,3.0,3.0,4.0,3.0
Swain,Ornn,Kha'Zix,Nocturne,Katarina,Ahri,Xayah,Kai'Sa,Rakan,Janna,-3294.0,red,2,2.0,0.0,-3.0,-3.0,-2.0,3.5,2.5,top,Mage,top,Tank,jungle,Assassin,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,4.0,5.0
Riven,Jarvan IV,Wukong,Kha'Zix,Annie,Viktor,Tristana,Kalista,Thresh,Bard,-4662.0,red,-2,2.0,0.0,-2.5,-1.6,-1.0,-8.0,-5.9399999999999995,top,Fighter,jungle,Tank,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,mid,Marksman,adc,Marksman,support,Support,support,Support,3.0,4.0,4.0,5.0
Gragas,K'Sante,Vi,Neeko,Ahri,Katarina,Jinx,Draven,Annie,Soraka,-10845.0,red,-1,-1.0,2.0,-3.0,-6.0,0.5,-2.79,-6.67,top,Fighter,top,Tank,jungle,Fighter,jungle,Mage,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support,4.0,5.0,3.0,5.0
Singed,Vayne,Vi,Kha'Zix,Akali,Cho'Gath,Draven,Caitlyn,Thresh,Lux,2522.0,blue,0,-2.0,-1.0,0.42,0.5,-0.33000000000000007,1.67,1.9300000000000002,top,Tank,top,Marksman,jungle,Fighter,jungle,Assassin,top,Assassin,top,Tank,adc,Marksman,adc,Marksman,support,Support,mid,Mage,4.0,3.0,5.0,4.0
Kled,Renekton,Kha'Zix,Bel'Veth,Syndra,Ahri,Ezreal,Kai'Sa,Thresh,Morgana,-8082.0,red,-1,2.0,1.0,-6.83,-2.42,-8.0,0.33000000000000007,-3.1,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,5.0,5.0,3.0
Trundle,Gragas,Graves,Poppy,Pantheon,Zed,Karthus,Vayne,Annie,Janna,607.0,red,-1,-1.0,0.0,-3.67,-1.0,1.25,-1.0,-1.0,top,Fighter,top,Fighter,jungle,Marksman,top,Tank,top,Fighter,top,Assassin,jungle,Mage,top,Marksman,mid,Mage,support,Support,2.0,2.0,3.0,5.0
Aatrox,Ornn,Graves,Kayn,Viktor,Cassiopeia,Cho'Gath,Jinx,Nautilus,Senna,349.0,red,2,0.0,0.0,1.0,0.75,0.16999999999999993,-7.0,-6.5,top,Fighter,top,Tank,jungle,Marksman,top,Fighter,mid,Mage,top,Mage,top,Tank,adc,Marksman,mid,Tank,support,Marksman,3.0,3.0,4.0,4.0
Mordekaiser,Olaf,Sejuani,Jarvan IV,Qiyana,Sylas,Ezreal,Zeri,Nautilus,Renata Glasc,223.0,blue,0,-2.0,0.0,1.0,6.75,-1.5,0.0,1.3399999999999999,top,Fighter,top,Fighter,jungle,Tank,jungle,Tank,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Support,4.0,4.0,4.0,5.0
Jayce,Urgot,Nidalee,Kayn,Anivia,Irelia,Ezreal,Cassiopeia,Karma,Lux,2385.0,red,2,1.0,-1.0,2.25,-0.5,0.7300000000000001,0.0,-1.5,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,top,Fighter,adc,Marksman,top,Mage,support,Mage,mid,Mage,5.0,1.0,4.0,2.0
Sion,Gwen,Udyr,Vi,Poppy,Ahri,Caitlyn,Nilah,Lux,Heimerdinger,-2178.0,red,0,-1.0,-1.0,-1.5,-7.0,-6.0,1.67,-7.25,top,Tank,top,Fighter,top,Fighter,jungle,Fighter,top,Tank,mid,Mage,adc,Marksman,adc,Fighter,mid,Mage,support,Mage,2.0,5.0,4.0,2.0
Darius,Irelia,Bel'Veth,Gragas,Kai'Sa,Qiyana,Karthus,Twitch,Braum,Senna,12568.0,blue,2,-2.0,-3.0,5.0,11.5,0.25,2.5,5.4399999999999995,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,adc,Marksman,mid,Assassin,jungle,Mage,adc,Marksman,support,Support,support,Marksman,3.0,4.0,4.0,3.0
Yasuo,K'Sante,Nidalee,Nocturne,Nautilus,Orianna,Kog'Maw,Jinx,Milio,Thresh,-1576.0,red,0,1.0,-1.0,2.0,-2.0,0.08000000000000007,0.25,1.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Tank,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,5.0,5.0
Pantheon,K'Sante,Kha'Zix,Nidalee,Vex,Qiyana,Aphelios,Jinx,Thresh,Senna,-2341.0,blue,0,-1.0,1.0,-3.0,-2.0,5.2,5.0,1.08,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Marksman,5.0,5.0,5.0,3.0
Renekton,Volibear,Evelynn,Graves,Neeko,Zed,Varus,Ziggs,Blitzcrank,Thresh,3764.0,blue,0,-1.0,0.0,1.75,9.8,0.83,1.0,4.25,top,Fighter,top,Fighter,jungle,Assassin,jungle,Marksman,jungle,Mage,top,Assassin,mid,Marksman,mid,Mage,support,Tank,support,Support,3.0,3.0,5.0,5.0
Darius,Mordekaiser,Xin Zhao,Jarvan IV,Gragas,Syndra,Jinx,Xayah,Neeko,Sona,-2590.0,red,0,1.0,1.0,3.67,-12.0,3.33,-5.25,-12.67,top,Fighter,top,Fighter,jungle,Fighter,jungle,Tank,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,jungle,Mage,support,Support,3.0,5.0,3.0,5.0
Illaoi,Kayle,Kayn,Neeko,Corki,Yone,Draven,Zeri,Pyke,Bard,-2635.0,red,2,-1.0,1.0,-2.6,-6.0,2.0,-0.75,-2.0,top,Fighter,top,Fighter,top,Fighter,jungle,Mage,mid,Marksman,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,3.0,5.0
Galio,K'Sante,Graves,Evelynn,Sion,Tristana,Zeri,Kai'Sa,Janna,Pyke,474.0,blue,0,2.0,-1.0,-2.0,-2.0,2.0,-7.43,2.5,mid,Tank,top,Tank,jungle,Marksman,jungle,Assassin,top,Tank,mid,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,5.0,3.0,4.0
Kayn,Jax,Vi,Gragas,Anivia,Talon,Jinx,Ezreal,Rakan,Blitzcrank,-1392.0,red,-2,1.0,1.0,-0.5,6.0,1.17,-3.67,-2.5,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank,5.0,3.0,4.0,4.0
Aatrox,Shen,Bel'Veth,Diana,Sylas,Aurelion Sol,Sivir,Draven,Lulu,Rakan,-3428.0,red,0,-1.0,1.0,2.67,1.0,3.67,-6.67,-5.67,top,Fighter,top,Tank,jungle,Fighter,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,5.0
Jayce,Gangplank,Nidalee,Diana,K'Sante,Akshan,Aphelios,Xayah,Thresh,Rakan,-858.0,red,0,1.0,0.0,0.83,2.34,0.0,0.9199999999999999,-2.4,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Tank,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,3.0
Teemo,Cho'Gath,Graves,Viego,Nautilus,Sylas,Sivir,Ezreal,Milio,Pyke,-6284.0,red,0,2.0,1.0,0.33000000000000007,0.5,-2.0,-6.75,-2.0,top,Marksman,top,Tank,jungle,Marksman,jungle,Assassin,mid,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,3.0,5.0
Gwen,Karthus,Kindred,Nunu & Willump,Sylas,Kai'Sa,Ezreal,Aatrox,Ornn,Maokai,4936.0,blue,1,-2.0,-1.0,1.5,4.25,10.0,-1.92,1.0,top,Fighter,jungle,Mage,jungle,Marksman,jungle,Tank,top,Mage,adc,Marksman,adc,Marksman,top,Fighter,top,Tank,top,Tank,3.0,1.0,4.0,4.0
Garen,K'Sante,Udyr,Kha'Zix,Orianna,Kassadin,Aphelios,Samira,Zilean,Zyra,-4990.0,red,0,2.0,1.0,0.5,1.0,-2.5,-8.0,-9.0,top,Fighter,top,Tank,top,Fighter,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,mid,Support,support,Mage,3.0,5.0,4.0,4.0
Sett,Jayce,Ekko,Rammus,Zed,Galio,Draven,Jinx,Thresh,Lulu,5109.0,blue,-2,-1.0,0.0,0.32999999999999996,5.67,2.33,3.33,3.25,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,top,Assassin,mid,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Rumble,K'Sante,Kha'Zix,Volibear,Vel'Koz,Ziggs,Sivir,Ezreal,Annie,Xerath,9833.0,blue,1,0.0,-1.0,4.0,15.83,6.75,7.0,8.0,top,Fighter,top,Tank,jungle,Assassin,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,mid,Mage,4.0,3.0,4.0,4.0
Jayce,Lissandra,Rammus,Viego,Fizz,Singed,Xayah,Ezreal,Rakan,Rell,5711.0,blue,2,0.0,-2.0,2.5,2.5,0.5,-2.0,0.6600000000000001,top,Fighter,mid,Mage,jungle,Tank,jungle,Assassin,mid,Assassin,top,Tank,adc,Marksman,adc,Marksman,support,Support,support,Tank,5.0,3.0,5.0,4.0
Gwen,Mordekaiser,Viego,Zac,Cassiopeia,Yasuo,Jhin,Varus,Amumu,Morgana,-1203.0,blue,0,-1.0,1.0,-1.5,-3.5,-2.0,3.0,4.0,top,Fighter,top,Fighter,jungle,Assassin,top,Tank,top,Mage,top,Fighter,adc,Marksman,mid,Marksman,jungle,Tank,support,Mage,3.0,2.0,5.0,4.0
Malphite,Shen,Nidalee,Kindred,Irelia,Sylas,Nilah,Jinx,Gragas,Twitch,-6242.0,red,0,-1.0,1.0,-1.0,-6.33,-4.33,2.5,0.33999999999999986,top,Tank,top,Tank,jungle,Assassin,jungle,Marksman,top,Fighter,top,Mage,adc,Fighter,adc,Marksman,top,Fighter,adc,Marksman,3.0,3.0,3.0,3.0
Gangplank,Riven,Jarvan IV,Gragas,Qiyana,LeBlanc,Aphelios,Jinx,Brand,Thresh,86.0,red,0,1.0,0.0,-3.33,-1.0,-0.9199999999999999,-3.33,1.86,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,mid,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Support,5.0,4.0,5.0,4.0
K'Sante,Garen,Kha'Zix,Xin Zhao,Swain,Orianna,Caitlyn,Samira,Milio,Amumu,1061.0,red,1,2.0,0.0,3.5,0.9199999999999999,-2.67,3.5,0.33999999999999986,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,jungle,Tank,4.0,4.0,5.0,4.0
K'Sante,Camille,Neeko,Rengar,Tristana,Ahri,Samira,Xayah,Blitzcrank,Rakan,5133.0,blue,2,2.0,0.0,1.33,7.0,5.5,0.0,6.0,top,Tank,top,Fighter,jungle,Mage,top,Assassin,mid,Marksman,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,5.0,4.0,3.0,5.0
Aatrox,Darius,Neeko,Fiddlesticks,Galio,Ezreal,Tristana,Jinx,Milio,Rakan,1385.0,red,1,1.0,0.0,5.0,2.5,3.75,-2.25,-1.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Mage,mid,Tank,adc,Marksman,mid,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,4.0
Jayce,Akshan,Lillia,Kha'Zix,Fizz,Kai'Sa,Seraphine,Lucian,Senna,Nami,-2658.0,red,1,0.0,0.0,-5.5,-1.5,1.33,-1.0,-6.5,top,Fighter,top,Marksman,jungle,Fighter,jungle,Assassin,mid,Assassin,adc,Marksman,adc,Mage,adc,Marksman,support,Marksman,support,Support,5.0,4.0,4.0,3.0
Akali,Viego,Jarvan IV,Skarner,Karthus,Brand,Kalista,Zeri,Nautilus,Lulu,6113.0,red,2,2.0,-1.0,4.0,3.0,-5.33,9.0,4.5,top,Assassin,jungle,Assassin,jungle,Tank,jungle,Fighter,jungle,Mage,support,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Support,3.0,3.0,4.0,5.0
Kayle,Sion,Kha'Zix,Kindred,Zoe,Ahri,Jinx,Draven,Nautilus,Leona,3029.0,red,2,0.0,0.0,2.67,2.0,7.0,3.0,-1.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Tank,4.0,5.0,5.0,3.0
Kennen,Darius,Nidalee,Taliyah,Kayle,Viktor,Jinx,Varus,Lulu,Senna,1365.0,blue,2,-2.0,-1.0,6.0,-3.0,0.0,-3.0,-3.5,top,Mage,top,Fighter,jungle,Assassin,jungle,Mage,top,Fighter,mid,Mage,adc,Marksman,mid,Marksman,support,Support,support,Marksman,4.0,4.0,5.0,3.0
Kled,Poppy,Bel'Veth,Neeko,Vel'Koz,Nautilus,Ezreal,Kai'Sa,Milio,Pyke,-5632.0,red,-2,-1.0,1.0,1.0,-7.0,-4.0,-6.0,-9.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Mage,mid,Mage,mid,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,4.0,4.0
Olaf,Illaoi,Karthus,Bel'Veth,Vel'Koz,Swain,Xayah,Kai'Sa,Milio,Heimerdinger,5354.0,blue,-1,-1.0,-1.0,8.83,3.17,4.33,1.0,0.66,top,Fighter,top,Fighter,jungle,Mage,jungle,Fighter,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,4.0,4.0,3.0
Jayce,Renekton,Nidalee,Lee Sin,Nautilus,Katarina,Lucian,Ezreal,Nami,Karma,3419.0,blue,-1,1.0,0.0,0.0,0.0,4.5,1.5,2.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Tank,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,5.0,5.0,4.0
Renekton,Mordekaiser,Kled,Jarvan IV,Nidalee,Annie,Aphelios,Twitch,Thresh,Pyke,1870.0,red,0,2.0,0.0,-1.0,0.0,0.0,2.0,0.6699999999999999,top,Fighter,top,Fighter,top,Fighter,jungle,Tank,jungle,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,5.0,4.0,5.0
Vayne,Poppy,Bel'Veth,Jarvan IV,Ezreal,Neeko,Malzahar,Kai'Sa,Yuumi,Pyke,616.0,red,0,1.0,0.0,-2.33,4.67,-1.0,-1.0,1.0,top,Marksman,top,Tank,jungle,Fighter,jungle,Tank,adc,Marksman,jungle,Mage,mid,Mage,adc,Marksman,support,Support,support,Support,3.0,4.0,4.0,4.0
Nautilus,Neeko,Rengar,Nocturne,Lissandra,LeBlanc,Aphelios,Kindred,Thresh,Rakan,2159.0,blue,2,0.0,0.0,-1.5,4.0,0.0,2.5,2.0,mid,Tank,jungle,Mage,top,Assassin,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,jungle,Marksman,support,Support,support,Support,3.0,3.0,5.0,4.0
Kennen,Malphite,Kayn,Bel'Veth,Nautilus,Kayle,Zeri,Miss Fortune,Yuumi,Swain,-1304.0,blue,-2,-1.0,1.0,1.0,-0.40000000000000013,0.5,0.0,4.67,top,Mage,top,Tank,top,Fighter,jungle,Fighter,mid,Tank,top,Fighter,adc,Marksman,adc,Marksman,support,Support,top,Mage,4.0,3.0,5.0,4.0
Garen,Ornn,Viego,Shaco,Nautilus,Skarner,Kai'Sa,Swain,Thresh,Yuumi,-10.0,blue,0,-1.0,-1.0,-0.5,0.33000000000000007,-6.33,-1.0,-2.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Tank,jungle,Fighter,adc,Marksman,top,Mage,support,Support,support,Support,5.0,3.0,5.0,5.0
Volibear,Jax,Kayn,Nidalee,Vex,Sylas,Jinx,Varus,Nautilus,Leona,-769.0,blue,-2,-2.0,0.0,1.5,-7.0,-6.0,0.33000000000000007,2.0,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,mid,Marksman,mid,Tank,support,Tank,3.0,3.0,4.0,5.0
Jayce,Kayle,Lee Sin,Viego,Akali,Ahri,Zeri,Vayne,Yuumi,Milio,1996.0,blue,2,0.0,0.0,2.0,4.5,0.0,-1.0,2.5,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,top,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Garen,Gangplank,Nidalee,Lee Sin,Lucian,Ahri,Xayah,Aphelios,Shaco,Milio,-2742.0,red,2,1.0,-1.0,3.0,-2.5,-1.0,-2.17,-7.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,adc,Marksman,mid,Mage,adc,Marksman,adc,Marksman,jungle,Assassin,support,Support,3.0,5.0,3.0,4.0
Gnar,Kayle,Lee Sin,Rengar,K'Sante,Vayne,Swain,Kalista,Seraphine,Lulu,-3007.0,red,2,1.0,0.0,1.0,-2.75,-2.83,-4.0,-7.0,top,Fighter,top,Fighter,jungle,Fighter,top,Assassin,top,Tank,top,Marksman,top,Mage,adc,Marksman,adc,Mage,support,Support,2.0,3.0,3.0,4.0
Dr. Mundo,Camille,Kha'Zix,Kayn,Akshan,Cassiopeia,Ezreal,Caitlyn,Shaco,Karma,5404.0,blue,2,-1.0,-1.0,-1.5,6.67,2.0,4.33,5.67,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,top,Marksman,top,Mage,adc,Marksman,adc,Marksman,jungle,Assassin,support,Mage,3.0,3.0,3.0,3.0
Poppy,Riven,Hecarim,Bel'Veth,LeBlanc,Ahri,Kai'Sa,Kalista,Shaco,Nautilus,801.0,red,0,2.0,0.0,0.32999999999999996,-2.75,-2.0,5.0,3.67,top,Tank,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,jungle,Assassin,mid,Tank,4.0,4.0,4.0,4.0
Kayle,Gnar,Lillia,Neeko,Yasuo,K'Sante,Ezreal,Aphelios,Rakan,Lulu,1190.0,blue,2,-2.0,-1.0,2.75,0.0,0.33000000000000007,-3.5,-1.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Mage,top,Fighter,top,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,3.0,5.0
Fiora,Malphite,Rek'Sai,Wukong,Lissandra,Ahri,Samira,Xayah,Maokai,Renata Glasc,11042.0,blue,-1,-1.0,-2.0,1.5,9.6,5.5,4.83,7.75,top,Fighter,top,Tank,jungle,Fighter,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,top,Tank,support,Support,4.0,4.0,4.0,5.0
Gwen,K'Sante,Wukong,Bel'Veth,Ahri,Syndra,Zeri,Lucian,Rakan,Milio,-9374.0,red,-2,-1.0,3.0,-4.0,-1.67,-4.67,-10.5,-7.5,top,Fighter,top,Tank,top,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,5.0
Akshan,Sion,Fiddlesticks,Elise,Poppy,Pantheon,Ezreal,Kai'Sa,Swain,Twisted Fate,9839.0,blue,2,-1.0,-2.0,-3.5,0.33000000000000007,4.6,9.86,8.33,top,Marksman,top,Tank,jungle,Mage,jungle,Mage,top,Tank,top,Fighter,adc,Marksman,adc,Marksman,top,Mage,mid,Mage,3.0,3.0,3.0,4.0
Jax,Ryze,Kha'Zix,Nidalee,Vex,Akshan,Sivir,Ezreal,Janna,Karma,-716.0,blue,-1,1.0,0.0,4.0,-3.0,-4.0,-2.0,-4.5,top,Fighter,mid,Mage,jungle,Assassin,jungle,Assassin,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,3.0,5.0,3.0
Tristana,Zeri,Lee Sin,Viego,Zoe,Swain,Lucian,Ezreal,Yuumi,Rakan,264.0,red,0,-1.0,0.0,-0.33000000000000007,1.0,-1.5,1.0,-2.0,mid,Marksman,adc,Marksman,jungle,Fighter,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,3.0,4.0,4.0
Nasus,Rumble,Xin Zhao,Viego,Syndra,Annie,Xayah,Ezreal,Renata Glasc,Rakan,4891.0,red,0,0.0,-1.0,1.5,3.0,3.5,4.0,7.8,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,4.0,5.0
Kled,Darius,Elise,Kha'Zix,Fizz,Ahri,Twitch,Zeri,Rakan,Yuumi,963.0,red,0,2.0,0.0,6.83,4.67,-3.0,0.0,-4.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,5.0,5.0
Jayce,Irelia,Lillia,Lee Sin,K'Sante,Rumble,Aphelios,Caitlyn,Blitzcrank,Lux,-2924.0,blue,-2,0.0,1.0,1.5,-5.0,-3.67,-8.5,-2.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,top,Tank,top,Fighter,adc,Marksman,adc,Marksman,support,Tank,mid,Mage,4.0,3.0,3.0,3.0
Neeko,Aatrox,Nidalee,Master Yi,Akshan,Ahri,Varus,Ezreal,Nautilus,Renata Glasc,1533.0,blue,2,2.0,-1.0,11.2,7.33,-0.75,-3.75,-13.6,jungle,Mage,top,Fighter,jungle,Assassin,jungle,Assassin,top,Marksman,mid,Mage,mid,Marksman,adc,Marksman,mid,Tank,support,Support,1.0,5.0,4.0,5.0
Cassiopeia,Illaoi,Maokai,Vi,Tristana,Annie,Xayah,Aphelios,Rakan,Thresh,6014.0,blue,2,-2.0,0.0,0.5,4.0,0.5,4.0,4.0,top,Mage,top,Fighter,top,Tank,jungle,Fighter,mid,Marksman,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Irelia,Aatrox,Nidalee,Vi,Renekton,Ahri,Jinx,Ezreal,Tahm Kench,Leona,-5186.0,red,-1,0.0,0.0,-9.0,-6.0,-3.5,1.0,0.16999999999999993,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,top,Support,support,Tank,3.0,5.0,4.0,4.0
Skarner,Olaf,Elise,Nidalee,K'Sante,Nautilus,Jinx,Twitch,Tahm Kench,Rakan,-7995.0,red,1,1.0,2.0,-5.5,-1.67,5.0,-5.0,-13.71,jungle,Fighter,top,Fighter,jungle,Mage,jungle,Assassin,top,Tank,mid,Tank,adc,Marksman,adc,Marksman,top,Support,support,Support,2.0,5.0,5.0,5.0
Zac,Gragas,Volibear,Viego,Renekton,Ahri,Ezreal,Zeri,Karma,Nautilus,-8548.0,red,-2,1.0,2.0,-2.0,-10.5,-8.0,-4.7,-3.17,top,Tank,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,mid,Tank,3.0,4.0,4.0,5.0
K'Sante,Tryndamere,Sylas,Fiddlesticks,Aatrox,Anivia,Kai'Sa,Xayah,Thresh,Leona,-4159.0,red,0,2.0,1.0,-5.0,-7.0,-5.67,-3.0,-0.5,top,Tank,top,Fighter,top,Mage,jungle,Mage,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank,3.0,5.0,5.0,4.0
