top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role,score_blue,score_red,score_blue_role,score_red_role
Kayn,Cassiopeia,Kha'Zix,Nunu & Willump,Syndra,Yasuo,Jinx,Ziggs,Morgana,Janna,897.0,blue,1,-1.0,1.0,-5.25,0.0,3.5,1.67,1.0,top,Fighter,top,Mage,jungle,Assassin,jungle,Tank,mid,Mage,top,Fighter,adc,Marksman,mid,Mage,support,Mage,support,Support,5.0,3.0,4.0,4.0
Mordekaiser,Warwick,Volibear,Gragas,Swain,Yasuo,Aphelios,Draven,Karma,Lulu,681.0,blue,2,-2.0,0.0,1.0,3.5,1.0,2.5,-2.0,top,Fighter,top,Fighter,top,Fighter,top,Fighter,top,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Mage,support,Support,3.0,3.0,3.0,3.0
Garen,Shen,Sylas,Rek'Sai,Syndra,Swain,Kai'Sa,Ezreal,Lulu,Nami,-5827.0,red,-1,1.0,1.0,-1.25,-6.0,-8.0,-4.0,-7.0,top,Fighter,top,Tank,top,Mage,jungle,Fighter,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Cho'Gath,Aatrox,Kha'Zix,Jarvan IV,Xayah,Aurelion Sol,Gangplank,Samira,Rakan,Nautilus,3036.0,blue,0,-2.0,-1.0,0.5,-1.0,6.0,-1.5,5.75,top,Tank,top,Fighter,jungle,Assassin,jungle,Tank,adc,Marksman,mid,Mage,top,Fighter,adc,Marksman,support,Support,mid,Tank,3.0,4.0,5.0,4.0
Darius,Sett,Kha'Zix,Trundle,Seraphine,Jayce,Kai'Sa,Jhin,Amumu,Blitzcrank,-4953.0,red,-2,2.0,0.0,0.0,-4.17,-2.83,-1.0,-2.5,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,adc,Mage,top,Fighter,adc,Marksman,adc,Marksman,jungle,Tank,support,Tank,3.0,3.0,5.0,3.0
Yone,Malphite,Udyr,Mordekaiser,Sylas,Neeko,Twitch,Jhin,Lulu,Amumu,6638.0,blue,2,-2.0,-1.0,-1.5,9.33,2.5,5.3,10.8,top,Assassin,top,Tank,top,Fighter,top,Fighter,top,Mage,jungle,Mage,adc,Marksman,adc,Marksman,support,Support,jungle,Tank,3.0,2.0,5.0,4.0
Lulu,Poppy,Evelynn,Nunu & Willump,Jayce,Anivia,Jinx,Draven,Maokai,Milio,-4263.0,red,0,2.0,0.0,3.0,-1.17,-1.0,-2.5,1.83,support,Support,top,Tank,jungle,Assassin,jungle,Tank,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,top,Tank,support,Support,2.0,5.0,5.0,4.0
Cho'Gath,Ornn,Amumu,Xin Zhao,Cassiopeia,Lissandra,Jinx,Xayah,Nami,Thresh,-6763.0,blue,-2,2.0,2.0,-2.0,3.0,-4.5,-5.0,0.6699999999999999,top,Tank,top,Tank,jungle,Tank,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,5.0
Ornn,Camille,Kha'Zix,Talon,Orianna,Vladimir,Ezreal,Kai'Sa,Veigar,Pantheon,2439.0,blue,2,1.0,-1.0,1.0,1.0,3.0,2.5,0.5,top,Tank,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,mid,Mage,top,Fighter,4.0,3.0,4.0,4.0
Malphite,Kayle,Rengar,Riven,Swain,Viktor,Jhin,Kog'Maw,Karma,Milio,-5090.0,red,-2,1.0,0.0,-2.0,-7.0,-9.0,-3.67,-2.0,top,Tank,top,Fighter,top,Assassin,top,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support,3.0,4.0,4.0,4.0
Jayce,Azir,Trundle,Master Yi,Veigar,Ornn,Tristana,Kai'Sa,Maokai,Nautilus,-5779.0,red,-1,2.0,0.0,-1.0,-0.5,-4.0,-8.0,-5.6,top,Fighter,mid,Mage,top,Fighter,jungle,Assassin,mid,Mage,top,Tank,mid,Marksman,adc,Marksman,top,Tank,mid,Tank,2.0,2.0,4.0,4.0
Volibear,Garen,Olaf,Ivern,Syndra,Akali,Zeri,Draven,Amumu,Soraka,-1622.0,blue,-1,1.0,1.0,-3.0,0.8300000000000001,-3.5,6.25,2.0,top,Fighter,top,Fighter,top,Fighter,jungle,Support,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,jungle,Tank,support,Support,3.0,4.0,4.0,4.0
Irelia,LeBlanc,Gragas,Kha'Zix,Ahri,Sion,Lulu,Twitch,Jinx,Janna,5816.0,blue,0,-2.0,-1.0,0.5,0.0,0.0,11.2,3.33,top,Fighter,mid,Assassin,top,Fighter,jungle,Assassin,mid,Mage,top,Tank,support,Support,adc,Marksman,adc,Marksman,support,Support,2.0,3.0,4.0,4.0
Jayce,Kayle,Caitlyn,Nocturne,Swain,Gwen,Kha'Zix,Ezreal,Karma,Janna,4042.0,blue,2,0.0,-1.0,2.67,-1.0,0.0,7.67,-2.5,top,Fighter,top,Fighter,adc,Marksman,jungle,Assassin,top,Mage,top,Fighter,jungle,Assassin,adc,Marksman,support,Mage,support,Support,2.0,4.0,4.0,4.0
Olaf,Ornn,Master Yi,Amumu,Fizz,Viktor,Zeri,Ezreal,Karma,Zilean,1670.0,red,0,2.0,-1.0,0.0,-2.33,-4.0,2.0,0.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Tank,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,mid,Support,5.0,4.0,4.0,4.0
Cho'Gath,Dr. Mundo,Wukong,Talon,Viktor,Azir,Samira,Jinx,Rell,Alistar,-139.0,blue,1,0.0,0.0,1.0,-4.0,1.5,-0.8699999999999999,-0.33000000000000007,top,Tank,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Tank,4.0,5.0,4.0,5.0
Gragas,Gnar,Viego,Nunu & Willump,Ahri,Aurelion Sol,Xayah,Varus,Senna,Soraka,-3214.0,red,0,1.0,0.0,2.0,0.0,4.0,-6.0,-5.67,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,mid,Marksman,support,Marksman,support,Support,5.0,4.0,4.0,5.0
Gragas,Aatrox,Ekko,Hecarim,Nautilus,Viktor,Kai'Sa,Jinx,Alistar,Rakan,4413.0,blue,1,-1.0,-1.0,5.8,1.0,0.9199999999999999,3.0,4.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Tank,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,5.0,5.0,4.0,4.0
Jayce,Olaf,Graves,Hecarim,Veigar,Kayle,Cassiopeia,Ezreal,Janna,Yuumi,-1333.0,red,0,-2.0,0.0,-2.6,-3.0,0.0,-1.0,-5.0,top,Fighter,top,Fighter,jungle,Marksman,jungle,Fighter,mid,Mage,top,Fighter,top,Mage,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,3.0
Mordekaiser,Camille,Ahri,Elise,Jarvan IV,Azir,Varus,Xayah,Nami,Thresh,5788.0,blue,2,0.0,-1.0,3.67,-1.5,2.5,4.3,6.33,top,Fighter,top,Fighter,mid,Mage,jungle,Mage,jungle,Tank,mid,Mage,mid,Marksman,adc,Marksman,support,Support,support,Support,2.0,5.0,5.0,4.0
Gangplank,K'Sante,Rek'Sai,Nunu & Willump,Sylas,Jayce,Draven,Xayah,Thresh,Soraka,1380.0,red,0,0.0,0.0,-1.0,-2.25,-6.0,3.45,1.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Tank,top,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,4.0
Nasus,Riven,Hecarim,Volibear,Ahri,Viktor,Ezreal,Kai'Sa,Zilean,Milio,-3164.0,red,0,-1.0,0.0,-1.0,-3.5,-3.5,-2.0,-6.0,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Support,support,Support,4.0,4.0,4.0,4.0
Gangplank,Jayce,Jarvan IV,Sylas,Xerath,Cassiopeia,Samira,Vayne,Blitzcrank,Soraka,1732.0,red,-1,-1.0,0.0,-1.67,3.5,4.0,1.5,2.67,top,Fighter,top,Fighter,jungle,Tank,top,Mage,mid,Mage,top,Mage,adc,Marksman,top,Marksman,support,Tank,support,Support,5.0,2.0,4.0,4.0
Camille,Jax,Xin Zhao,Viego,Ryze,Zed,Jinx,Jhin,Lulu,Thresh,2615.0,blue,1,-1.0,0.0,3.8,3.5,9.0,-2.5,1.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,4.0,4.0
Gwen,Riven,Bel'Veth,Karthus,Zilean,Ryze,Aphelios,Ezreal,Thresh,Soraka,8076.0,blue,1,-1.0,-3.0,4.0,1.5,4.0,-0.6600000000000001,-1.67,top,Fighter,top,Fighter,jungle,Fighter,jungle,Mage,mid,Support,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,3.0,4.0
Gragas,Camille,Nidalee,Kha'Zix,Pantheon,Ahri,Jhin,Draven,Zyra,Milio,-781.0,red,-2,1.0,0.0,-0.06999999999999984,-6.2,-5.0,3.0,-0.6699999999999999,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support,4.0,5.0,4.0,5.0
Singed,Riven,Malphite,Kindred,Evelynn,Sylas,Ezreal,Varus,Karma,Neeko,-5869.0,red,-2,0.0,0.0,1.0,0.9999999999999999,-2.33,-1.0,-1.27,top,Tank,top,Fighter,top,Tank,jungle,Marksman,jungle,Assassin,top,Mage,adc,Marksman,mid,Marksman,support,Mage,jungle,Mage,3.0,2.0,4.0,3.0
Shen,Zed,Bel'Veth,Nidalee,Ahri,Irelia,Aphelios,Jinx,Janna,Sona,3387.0,blue,-1,-1.0,0.0,2.0,6.33,5.0,-0.5,-1.17,top,Tank,top,Assassin,jungle,Fighter,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,5.0,4.0
Ornn,Yasuo,Kindred,Vi,Garen,Akali,Swain,Jinx,Rakan,Thresh,7760.0,blue,2,0.0,-1.0,3.0,3.0,4.0,0.32999999999999996,1.0,top,Tank,top,Fighter,jungle,Marksman,jungle,Fighter,top,Fighter,top,Assassin,top,Mage,adc,Marksman,support,Support,support,Support,3.0,4.0,5.0,4.0
Malphite,Gangplank,Viego,Lee Sin,Rumble,LeBlanc,Draven,Ezreal,Neeko,Vel'Koz,110.0,blue,2,-1.0,-1.0,-1.0,0.0,-1.8,1.5,-0.5,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,jungle,Mage,mid,Mage,3.0,4.0,5.0,4.0
Olaf,Jayce,Gragas,Diana,Galio,Nautilus,Ezreal,Jinx,Rakan,Pyke,3302.0,blue,2,1.0,-1.0,0.5,1.5,1.5,6.67,1.25,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Tank,mid,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
K'Sante,Garen,Lillia,Nidalee,Corki,Cassiopeia,Ashe,Jhin,Shaco,Thresh,760.0,blue,2,1.0,0.0,1.5,-5.5,-1.33,-6.0,0.33000000000000007,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Marksman,top,Mage,adc,Marksman,adc,Marksman,jungle,Assassin,support,Support,4.0,4.0,4.0,5.0
Sett,Kennen,Nidalee,Wukong,Akali,Zed,Lucian,Zeri,Nami,Alistar,3685.0,red,2,1.0,-1.0,4.67,2.5,5.0,-6.2,1.0,top,Fighter,top,Mage,jungle,Assassin,top,Fighter,top,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank,4.0,3.0,4.0,5.0
Singed,Kayle,Hecarim,Kha'Zix,Neeko,Vladimir,Xayah,Jinx,Morgana,Milio,-855.0,red,-1,1.0,1.0,2.34,3.0,6.0,-2.5,-1.5,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,jungle,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support,4.0,4.0,4.0,5.0
Cho'Gath,Garen,Shaco,Hecarim,Nautilus,Kennen,Ezreal,Jinx,Janna,Rell,-1578.0,red,-2,1.0,1.0,-3.0,7.0,1.0,4.2,3.33,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank,5.0,4.0,4.0,4.0
Irelia,Cho'Gath,Udyr,Karthus,Jayce,Qiyana,Jinx,Aphelios,Renata Glasc,Rakan,-9901.0,red,0,0.0,3.0,-4.0,-6.5,-11.67,-4.83,-11.8,top,Fighter,top,Tank,top,Fighter,jungle,Mage,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,5.0,3.0,5.0
Poppy,Jayce,Kha'Zix,Nidalee,Aurelion Sol,Katarina,Sivir,Zeri,Thresh,Braum,1913.0,blue,2,2.0,0.0,0.5,-3.0,-2.5,2.0,-1.67,top,Tank,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,5.0,4.0
Jax,Poppy,Nidalee,Ekko,Qiyana,Yone,Jinx,Draven,Thresh,Pyke,-12544.0,red,-1,1.0,2.0,-4.21,-8.33,-4.5,-6.5,-4.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,4.0,4.0
Garen,Ornn,Xin Zhao,Jax,Tristana,Akshan,Kai'Sa,Jinx,Pyke,Nautilus,10410.0,blue,2,-2.0,-2.0,-5.5,3.33,3.83,11.25,12.56,top,Fighter,top,Tank,jungle,Fighter,top,Fighter,mid,Marksman,top,Marksman,adc,Marksman,adc,Marksman,support,Support,mid,Tank,5.0,2.0,3.0,3.0
Yone,Urgot,Poppy,Lee Sin,Ahri,Malzahar,Ezreal,Jhin,Zilean,Janna,4315.0,blue,2,-2.0,0.0,2.0,0.5,2.67,4.0,1.3399999999999999,top,Assassin,top,Fighter,top,Tank,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Support,support,Support,3.0,5.0,5.0,4.0
Karma,Rengar,Vi,Viego,Akali,Orianna,Anivia,Twitch,Senna,Heimerdinger,-803.0,blue,-2,2.0,0.0,4.0,-5.0,-6.67,0.5,2.0,support,Mage,top,Assassin,jungle,Fighter,jungle,Assassin,top,Assassin,mid,Mage,mid,Mage,adc,Marksman,support,Marksman,support,Mage,2.0,5.0,4.0,3.0
Ornn,Aatrox,Kayn,Nocturne,Anivia,Sylas,Yasuo,Kai'Sa,Rakan,Heimerdinger,-1969.0,blue,2,0.0,0.0,-2.5,-7.75,-0.75,0.6699999999999999,2.5,top,Tank,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,top,Mage,top,Fighter,adc,Marksman,support,Support,support,Mage,3.0,4.0,4.0,4.0
Jax,Renekton,Bel'Veth,Lillia,Ahri,Vel'Koz,Jinx,Zeri,Annie,Karma,-2523.0,red,2,-1.0,0.0,3.0,-0.33000000000000007,-4.5,-5.0,-3.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Mage,4.0,5.0,3.0,3.0
Jayce,Nasus,Volibear,Bel'Veth,Malphite,Vladimir,Miss Fortune,Ashe,Nautilus,Janna,4536.0,blue,2,2.0,-1.0,0.0,1.0,3.0,3.67,0.5,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,top,Tank,top,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Support,2.0,4.0,3.0,4.0
Fiora,K'Sante,Bel'Veth,Kha'Zix,Nautilus,Cassiopeia,Xayah,Jinx,Rakan,Karma,-7952.0,red,0,1.0,0.0,-4.0,4.0,4.0,-1.33,-3.5,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,4.0,4.0,4.0
Kayle,Nasus,Karthus,Kindred,Tristana,Gragas,Zeri,Twitch,Lulu,Galio,-786.0,red,-2,-1.0,0.0,-0.5,-0.6699999999999999,-1.33,0.33000000000000007,-3.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Marksman,mid,Marksman,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Tank,5.0,3.0,4.0,3.0
Kayle,Kennen,Rammus,Nidalee,Pantheon,Katarina,Jinx,Lucian,Lulu,Blitzcrank,22.0,blue,-1,-1.0,0.0,-0.33000000000000007,-3.0,3.2,1.17,2.0,top,Fighter,top,Mage,jungle,Tank,jungle,Assassin,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank,4.0,5.0,4.0,4.0
Nami,Mordekaiser,Xin Zhao,Gragas,Ezreal,Yasuo,Seraphine,Tristana,Rakan,Pyke,-9942.0,red,-2,2.0,3.0,-0.5,-9.6,-3.33,-1.0,0.33000000000000007,support,Support,top,Fighter,jungle,Fighter,top,Fighter,adc,Marksman,top,Fighter,adc,Mage,mid,Marksman,support,Support,support,Support,3.0,2.0,4.0,3.0
Pantheon,Jax,Nidalee,Evelynn,Anivia,Jayce,Jinx,Aphelios,Thresh,Karma,-3656.0,red,1,1.0,1.0,0.6699999999999999,-7.6,-2.0,-2.25,-0.75,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,4.0,5.0,4.0
Dr. Mundo,K'Sante,Kha'Zix,Master Yi,Orianna,Cassiopeia,Kai'Sa,Draven,Blitzcrank,Amumu,3044.0,blue,2,-1.0,-1.0,1.0,12.5,0.0,1.17,-0.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Tank,jungle,Tank,5.0,3.0,5.0,4.0
K'Sante,Garen,Viego,Graves,Kassadin,Annie,Jinx,Draven,Braum,Alistar,252.0,red,2,-1.0,-1.0,3.0,0.6699999999999999,-2.67,-2.0,-3.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Marksman,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank,5.0,5.0,4.0,4.0
Olaf,Jayce,Kindred,Nidalee,Akali,Zed,Draven,Veigar,Alistar,Morgana,-1797.0,red,0,0.0,1.0,-8.86,1.33,2.5,-3.5,3.0,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,top,Assassin,top,Assassin,adc,Marksman,mid,Mage,support,Tank,support,Mage,4.0,3.0,4.0,3.0
Pantheon,Jayce,Nidalee,Diana,Irelia,Yasuo,Zeri,Aphelios,Nautilus,Soraka,5180.0,blue,2,-2.0,-1.0,1.33,5.67,0.8300000000000001,4.5,9.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,mid,Tank,support,Support,3.0,4.0,4.0,3.0
Gwen,Tryndamere,Nocturne,Amumu,Ahri,Fizz,Samira,Xayah,Janna,Blitzcrank,1591.0,blue,0,-1.0,-2.0,0.4,-4.0,-2.0,0.0,-7.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank,5.0,5.0,5.0,4.0
Cho'Gath,Kayle,Rengar,Xin Zhao,Ahri,Akshan,Zeri,Xayah,Lulu,Nautilus,8680.0,blue,-1,0.0,-2.0,0.0,2.0,4.0,3.0,5.0,top,Tank,top,Fighter,top,Assassin,jungle,Fighter,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,mid,Tank,4.0,3.0,5.0,3.0
Urgot,Aatrox,Lillia,Diana,Akshan,Fizz,Ezreal,Xayah,Seraphine,Karma,-10246.0,red,-1,2.0,2.0,0.0,-5.33,-1.83,-5.0,-7.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,top,Marksman,mid,Assassin,adc,Marksman,adc,Marksman,adc,Mage,support,Mage,3.0,5.0,3.0,4.0
Jayce,Malphite,Kha'Zix,Shaco,Kassadin,Aurelion Sol,Xayah,Ezreal,Milio,Senna,3135.0,blue,2,1.0,0.0,3.75,5.0,4.33,-0.5,-1.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Marksman,5.0,5.0,4.0,4.0
Akshan,Diana,Lee Sin,Volibear,Nautilus,Ahri,Karthus,Sivir,Bard,Janna,10574.0,blue,1,0.0,-1.0,0.9800000000000001,8.33,6.0,12.0,12.0,top,Marksman,jungle,Fighter,jungle,Fighter,top,Fighter,mid,Tank,mid,Mage,jungle,Mage,adc,Marksman,support,Support,support,Support,4.0,3.0,5.0,4.0
Shen,Kayle,Jarvan IV,Ekko,Zac,Katarina,Aphelios,Varus,Karma,Bard,-3942.0,red,2,1.0,1.0,6.0,-6.33,0.75,-6.0,-1.5,top,Tank,top,Fighter,jungle,Tank,jungle,Assassin,top,Tank,mid,Assassin,adc,Marksman,mid,Marksman,support,Mage,support,Support,4.0,4.0,3.0,4.0
Riven,Kled,Bel'Veth,Kayn,Ahri,Kassadin,Ezreal,Lucian,Karma,Nami,433.0,red,2,-1.0,0.0,4.0,2.0,1.0,0.5,1.0,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Support,5.0,4.0,3.0,4.0
Nautilus,Fiora,Lee Sin,Kha'Zix,Syndra,Sylas,Kog'Maw,Xayah,Sona,Rell,-3475.0,red,-2,1.0,2.0,0.25,-1.92,-5.0,-4.0,1.0,mid,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank,4.0,4.0,5.0,5.0
Singed,Camille,Lee Sin,Pantheon,Azir,Akshan,Jinx,Ezreal,Lulu,Rumble,-3980.0,red,-2,2.0,1.0,-0.8,-3.0,3.0,-3.0,-2.0,top,Tank,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,top,Fighter,5.0,2.0,5.0,2.0
Gragas,Jayce,Graves,Bel'Veth,Akali,Nautilus,Ezreal,Aphelios,Braum,Zilean,38.0,red,2,-1.0,0.0,3.67,0.6699999999999999,2.0,-3.0,0.6699999999999999,top,Fighter,top,Fighter,jungle,Marksman,jungle,Fighter,top,Assassin,mid,Tank,adc,Marksman,adc,Marksman,support,Support,mid,Support,4.0,4.0,4.0,4.0
K'Sante,Gnar,Kha'Zix,Neeko,Cassiopeia,Taliyah,Jinx,Xayah,Janna,Rakan,-1391.0,blue,0,0.0,1.0,3.75,-2.0,0.0,-4.83,-5.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Mage,top,Mage,jungle,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,4.0
Gragas,Gnar,Jarvan IV,Kha'Zix,Cho'Gath,Aurelion Sol,Miss Fortune,Zeri,Annie,Nautilus,-2704.0,red,1,2.0,0.0,-0.16999999999999993,-0.5,-3.0,-2.5,0.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Assassin,top,Tank,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,mid,Tank,3.0,4.0,4.0,5.0
Shen,Gwen,Qiyana,Lee Sin,Irelia,Aurelion Sol,Karthus,Jinx,Shaco,Leona,-5927.0,red,0,2.0,2.0,6.0,-12.6,-5.67,-0.6499999999999999,-1.65,top,Tank,top,Fighter,mid,Assassin,jungle,Fighter,top,Fighter,mid,Mage,jungle,Mage,adc,Marksman,jungle,Assassin,support,Tank,1.0,5.0,4.0,4.0
Riven,Darius,Bel'Veth,Hecarim,Kayle,Qiyana,Kai'Sa,Karthus,Janna,Vel'Koz,-5618.0,red,2,-1.0,1.0,-1.5,0.0,-2.0,-4.5,-1.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,top,Fighter,mid,Assassin,adc,Marksman,jungle,Mage,support,Support,mid,Mage,4.0,3.0,3.0,3.0
Mordekaiser,Illaoi,Kha'Zix,Zac,Ahri,Zed,Aphelios,Karthus,Rakan,Senna,-4576.0,red,0,1.0,1.0,1.0,0.0,-3.33,-3.4,-3.0,top,Fighter,top,Fighter,jungle,Assassin,top,Tank,mid,Mage,top,Assassin,adc,Marksman,jungle,Mage,support,Support,support,Marksman,5.0,2.0,5.0,5.0
Janna,Akshan,Rek'Sai,Xin Zhao,Lissandra,Ahri,Aphelios,Ezreal,Thresh,Rakan,-6743.0,red,-1,0.0,2.0,-3.25,-3.0,-6.0,-0.75,-5.0,support,Support,top,Marksman,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Olaf,Vladimir,Elise,Nidalee,Qiyana,Pantheon,Jinx,Sivir,Milio,Janna,-1420.0,blue,0,0.0,0.0,-2.67,1.0,-6.0,-2.5,0.33000000000000007,top,Fighter,top,Mage,jungle,Mage,jungle,Assassin,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,5.0,5.0
Tahm Kench,Sion,Nocturne,Master Yi,Katarina,Ekko,Xayah,Sivir,Nami,Lulu,1496.0,blue,0,-2.0,1.0,5.0,3.0,6.33,-6.0,-3.6,top,Support,top,Tank,jungle,Assassin,jungle,Assassin,mid,Assassin,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,3.0,4.0
Kayle,Irelia,Lee Sin,Viego,Twitch,Neeko,Vayne,Seraphine,Janna,Amumu,-8573.0,red,-1,1.0,2.0,-11.88,-11.83,-13.4,-0.6000000000000001,-0.9199999999999999,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,adc,Marksman,jungle,Mage,top,Marksman,adc,Mage,support,Support,jungle,Tank,3.0,3.0,3.0,4.0
Kennen,Sion,Shaco,Amumu,Irelia,Zed,Xayah,Jinx,Rakan,Pyke,2910.0,blue,0,-2.0,0.0,3.5,8.2,-2.67,0.75,3.75,top,Mage,top,Tank,jungle,Assassin,jungle,Tank,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,4.0
Fiora,Rengar,Talon,Sylas,Singed,Vel'Koz,Lucian,Ezreal,Seraphine,Milio,461.0,red,0,1.0,1.0,-1.2,1.17,5.2,-1.83,-0.75,top,Fighter,top,Assassin,jungle,Assassin,top,Mage,top,Tank,mid,Mage,adc,Marksman,adc,Marksman,adc,Mage,support,Support,3.0,4.0,5.0,4.0
